ActivityStartDate,MonitoringLocationIdentifier,ResultMeasureValue
2014-09-23,Heidelberg,6.586
2014-09-24,Heidelberg,5.5489999999999995
2014-09-25,Heidelberg,3.159
2014-09-26,Heidelberg,3.2
2014-09-27,Heidelberg,4.177
2014-09-28,Heidelberg,3.769
2014-09-29,Heidelberg,4.1930000000000005
2014-09-30,Heidelberg,4.105
2014-10-01,Heidelberg,5.385
2014-10-02,Heidelberg,5.747
2014-10-03,Heidelberg,4.586
2014-10-04,Heidelberg,4.365
2014-10-05,Heidelberg,4.187
2014-10-06,Heidelberg,6.968333333333334
2014-10-07,Heidelberg,4.747
2014-10-08,Heidelberg,3.214
2014-10-09,Heidelberg,3.545
2014-10-10,Heidelberg,5.179
2014-10-11,Heidelberg,5.4590000000000005
2014-10-12,Heidelberg,3.506
2014-10-13,Heidelberg,2.7443333333333335
2014-10-14,Heidelberg,3.5120000000000005
2014-10-15,Heidelberg,2.907
2014-10-16,Heidelberg,3.6559999999999997
2014-10-17,Heidelberg,5.662
2014-10-18,Heidelberg,3.613
2014-10-19,Heidelberg,3.225
2014-10-20,Heidelberg,2.9903333333333335
2014-10-21,Heidelberg,3.024
2014-10-22,Heidelberg,3.243
2014-10-23,Heidelberg,3.38
2014-10-24,Heidelberg,3.37
2014-10-25,Heidelberg,3.64
2014-10-26,Heidelberg,3.644
2014-10-27,Heidelberg,3.912333333333333
2014-10-28,Heidelberg,3.736
2014-10-29,Heidelberg,3.95
2014-10-30,Heidelberg,3.9829999999999997
2014-10-31,Heidelberg,4.385
2014-11-01,Heidelberg,4.711
2014-11-02,Heidelberg,4.727
2014-11-03,Heidelberg,5.089
2014-11-04,Heidelberg,6.6450000000000005
2014-11-05,Heidelberg,5.337
2014-11-06,Heidelberg,5.232
2014-11-07,Heidelberg,4.216
2014-11-08,Heidelberg,4.2989999999999995
2014-11-09,Heidelberg,4.448
2014-11-10,Heidelberg,5.616666666666667
2014-11-11,Heidelberg,5.202
2014-11-12,Heidelberg,5.319
2014-11-13,Heidelberg,5.111
2014-11-14,Heidelberg,5.252999999999999
2014-11-15,Heidelberg,5.711
2014-11-16,Heidelberg,5.49
2014-11-17,Heidelberg,5.175000000000001
2014-11-18,Heidelberg,6.105
2014-11-19,Heidelberg,6.335
2014-11-20,Heidelberg,7.266
2014-11-21,Heidelberg,8.94
2014-11-22,Heidelberg,9.193
2014-11-23,Heidelberg,7.477
2014-11-24,Heidelberg,6.67875
2014-11-25,Heidelberg,8.548
2014-11-26,Heidelberg,7.7455
2014-11-27,Heidelberg,7.271
2014-11-28,Heidelberg,6.464
2014-11-29,Heidelberg,6.101
2014-11-30,Heidelberg,5.8500000000000005
2014-12-01,Heidelberg,5.635666666666666
2014-12-02,Heidelberg,5.3100000000000005
2014-12-03,Heidelberg,5.285
2014-12-04,Heidelberg,5.365
2014-12-05,Heidelberg,5.361
2014-12-06,Heidelberg,5.382999999999999
2014-12-07,Heidelberg,6.129
2014-12-08,Heidelberg,5.713000000000001
2014-12-09,Heidelberg,6.5249999999999995
2014-12-10,Heidelberg,6.5
2014-12-11,Heidelberg,6.547000000000001
2014-12-12,Heidelberg,6.6450000000000005
2014-12-13,Heidelberg,6.837000000000001
2014-12-14,Heidelberg,6.869
2014-12-15,Heidelberg,6.5200000000000005
2014-12-16,Heidelberg,6.402
2014-12-17,Heidelberg,6.07
2014-12-18,Heidelberg,6.649
2014-12-19,Heidelberg,5.797000000000001
2014-12-20,Heidelberg,5.388
2014-12-21,Heidelberg,5.583
2014-12-22,Heidelberg,5.578
2014-12-23,Heidelberg,5.404
2014-12-24,Heidelberg,5.054
2014-12-25,Heidelberg,6.908
2014-12-26,Heidelberg,8.635
2014-12-27,Heidelberg,7.974
2014-12-28,Heidelberg,7.2780000000000005
2014-12-29,Heidelberg,6.955
2014-12-30,Heidelberg,6.78
2014-12-31,Heidelberg,6.689
2015-01-01,Heidelberg,7.218999999999999
2015-01-02,Heidelberg,7.117
2015-01-03,Heidelberg,5.6579999999999995
2015-01-04,Heidelberg,7.32
2015-01-05,Heidelberg,7.962
2015-01-22,Heidelberg,6.484
2015-01-23,Heidelberg,4.571
2015-01-24,Heidelberg,4.768000000000001
2015-01-25,Heidelberg,4.792
2015-01-26,Heidelberg,4.9270000000000005
2015-01-27,Heidelberg,6.162
2015-01-28,Heidelberg,5.672
2015-01-29,Heidelberg,5.682
2015-02-03,Heidelberg,5.4445
2015-02-04,Heidelberg,5.587
2015-02-05,Heidelberg,5.443
2015-02-06,Heidelberg,5.511
2015-02-07,Heidelberg,5.6049999999999995
2015-02-08,Heidelberg,5.529999999999999
2015-02-09,Heidelberg,5.113333333333333
2015-02-10,Heidelberg,4.7780000000000005
2015-02-11,Heidelberg,4.73
2015-02-12,Heidelberg,5.2059999999999995
2015-02-13,Heidelberg,5.361000000000001
2015-02-14,Heidelberg,5.323
2015-02-15,Heidelberg,5.407
2015-02-16,Heidelberg,5.710999999999999
2015-02-17,Heidelberg,5.906
2015-02-18,Heidelberg,5.688
2015-02-19,Heidelberg,6.105
2015-02-20,Heidelberg,6.484999999999999
2015-02-21,Heidelberg,1.4020000000000001
2015-02-22,Heidelberg,1.755
2015-02-23,Heidelberg,6.845666666666666
2015-02-24,Heidelberg,1.848
2015-02-25,Heidelberg,5.640000000000001
2015-02-26,Heidelberg,6.86
2015-02-27,Heidelberg,6.933
2015-02-28,Heidelberg,7.314
2015-03-01,Heidelberg,7.213
2015-03-02,Heidelberg,7.780333333333334
2015-03-03,Heidelberg,7.854
2015-03-04,Heidelberg,2.761
2015-03-05,Heidelberg,3.2760000000000002
2015-03-06,Heidelberg,3.823
2015-03-07,Heidelberg,4.418
2015-03-08,Heidelberg,4.154
2015-03-09,Heidelberg,3.855333333333333
2015-03-10,Heidelberg,4.0045
2015-03-11,Heidelberg,3.4899999999999998
2015-03-12,Heidelberg,3.4730000000000003
2015-03-13,Heidelberg,4.9005
2015-03-14,Heidelberg,5.2845
2015-03-15,Heidelberg,5.991
2015-03-16,Heidelberg,6.76375
2015-03-17,Heidelberg,7.9
2015-03-18,Heidelberg,8.725
2015-03-19,Heidelberg,8.549
2015-03-20,Heidelberg,7.798
2015-03-21,Heidelberg,7.154
2015-03-22,Heidelberg,6.572
2015-03-23,Heidelberg,6.064333333333333
2015-03-24,Heidelberg,5.42
2015-03-25,Heidelberg,4.728
2015-03-26,Heidelberg,5.776999999999999
2015-03-27,Heidelberg,9.928
2015-03-28,Heidelberg,10.033999999999999
2015-03-29,Heidelberg,8.814
2015-03-30,Heidelberg,7.774333333333334
2015-03-31,Heidelberg,6.6850000000000005
2015-04-01,Heidelberg,6.1370000000000005
2015-04-02,Heidelberg,6.46
2015-04-03,Heidelberg,5.982
2015-04-04,Heidelberg,7.189
2015-04-05,Heidelberg,7.27
2015-04-06,Heidelberg,7.194
2015-04-07,Heidelberg,8.097
2015-04-08,Heidelberg,9.532
2015-04-09,Heidelberg,9.348666666666668
2015-04-10,Heidelberg,9.587333333333333
2015-04-11,Heidelberg,9.427666666666665
2015-04-12,Heidelberg,9.8015
2015-04-13,Heidelberg,9.331333333333333
2015-04-14,Heidelberg,8.127
2015-04-15,Heidelberg,7.6499999999999995
2015-04-16,Heidelberg,7.284
2015-04-17,Heidelberg,7.284
2015-04-18,Heidelberg,6.898999999999999
2015-04-19,Heidelberg,6.3420000000000005
2015-04-20,Heidelberg,6.32625
2015-04-21,Heidelberg,10.162
2015-04-22,Heidelberg,10.2025
2015-04-23,Heidelberg,9.897
2015-04-24,Heidelberg,9.052
2015-04-25,Heidelberg,8.13
2015-04-26,Heidelberg,7.491
2015-04-27,Heidelberg,7.028499999999999
2015-04-28,Heidelberg,6.837999999999999
2015-05-04,Heidelberg,5.270999999999999
2015-05-05,Heidelberg,4.6530000000000005
2015-05-06,Heidelberg,4.343
2015-05-07,Heidelberg,4.025
2015-05-08,Heidelberg,3.523
2015-05-09,Heidelberg,3.678
2015-05-10,Heidelberg,3.615
2015-05-11,Heidelberg,3.700333333333333
2015-05-12,Heidelberg,4.882
2015-05-13,Heidelberg,4.7090000000000005
2015-05-14,Heidelberg,4.97
2015-05-15,Heidelberg,4.753
2015-05-16,Heidelberg,5.409000000000001
2015-05-17,Heidelberg,4.702
2015-05-18,Heidelberg,1.8603333333333334
2015-05-19,Heidelberg,4.11
2015-05-20,Heidelberg,4.327
2015-05-21,Heidelberg,4.077999999999999
2015-05-22,Heidelberg,3.783
2015-05-23,Heidelberg,3.6759999999999997
2015-05-24,Heidelberg,3.4109999999999996
2015-05-25,Heidelberg,3.2425
2015-05-26,Heidelberg,2.4805
2015-05-27,Heidelberg,5.7635
2015-05-28,Heidelberg,11.843499999999999
2015-05-29,Heidelberg,11.16
2015-05-30,Heidelberg,12.868
2015-05-31,Heidelberg,17.032666666666668
2015-06-01,Heidelberg,23.6295
2015-06-02,Heidelberg,21.537333333333333
2015-06-03,Heidelberg,19.1795
2015-06-04,Heidelberg,16.514
2015-06-05,Heidelberg,14.344
2015-06-06,Heidelberg,12.418000000000001
2015-06-07,Heidelberg,10.722
2015-06-08,Heidelberg,9.716
2015-06-09,Heidelberg,9.14
2015-06-10,Heidelberg,12.818
2015-06-11,Heidelberg,15.931
2015-06-12,Heidelberg,12.637
2015-06-13,Heidelberg,11.182
2015-06-14,Heidelberg,16.089
2015-06-15,Heidelberg,16.196749999999998
2015-06-16,Heidelberg,13.231666666666667
2015-06-17,Heidelberg,10.947000000000001
2015-06-18,Heidelberg,11.4205
2015-06-19,Heidelberg,11.21
2015-06-20,Heidelberg,10.101
2015-06-21,Heidelberg,9.564
2015-06-22,Heidelberg,8.765
2015-06-23,Heidelberg,7.744
2015-06-24,Heidelberg,7.208
2015-06-25,Heidelberg,6.111000000000001
2015-06-26,Heidelberg,5.741
2015-06-27,Heidelberg,5.288
2015-06-28,Heidelberg,4.810666666666666
2015-06-29,Heidelberg,4.318250000000001
2015-06-30,Heidelberg,4.3725000000000005
2015-07-01,Heidelberg,5.231999999999999
2015-07-02,Heidelberg,5.644
2015-07-03,Heidelberg,5.851
2015-07-04,Heidelberg,6.08
2015-07-05,Heidelberg,6.189
2015-07-06,Heidelberg,5.975666666666666
2015-07-07,Heidelberg,5.098999999999999
2015-07-08,Heidelberg,5.075
2015-07-09,Heidelberg,3.637
2015-07-10,Heidelberg,2.606666666666667
2015-07-11,Heidelberg,2.222
2015-07-12,Heidelberg,3.6595000000000004
2015-07-13,Heidelberg,2.6885000000000003
2015-07-14,Heidelberg,2.537333333333333
2015-07-15,Heidelberg,3.2515
2015-07-16,Heidelberg,3.575
2015-07-17,Heidelberg,4.37
2015-07-18,Heidelberg,4.866
2015-07-19,Heidelberg,4.359
2015-07-20,Heidelberg,3.5766666666666667
2015-07-21,Heidelberg,3.525
2015-07-22,Heidelberg,4.083
2015-07-23,Heidelberg,4.101
2015-07-24,Heidelberg,4.066
2015-07-25,Heidelberg,3.895
2015-07-26,Heidelberg,3.729
2015-07-27,Heidelberg,3.8673333333333333
2015-07-28,Heidelberg,3.166
2015-07-29,Heidelberg,2.49
2015-08-05,Heidelberg,3.158
2015-08-06,Heidelberg,2.5389999999999997
2015-08-07,Heidelberg,2.355
2015-08-08,Heidelberg,1.801
2015-08-09,Heidelberg,1.785
2015-08-10,Heidelberg,1.8143333333333331
2015-08-11,Heidelberg,2.891
2015-08-12,Heidelberg,2.705
2015-08-13,Heidelberg,3.4219999999999997
2015-08-14,Heidelberg,1.534
2015-08-15,Heidelberg,1.5859999999999999
2015-08-16,Heidelberg,2.561
2015-08-17,Heidelberg,2.1229999999999998
2015-08-18,Heidelberg,1.8969999999999998
2015-08-19,Heidelberg,2.6229999999999998
2015-08-20,Heidelberg,2.388
2015-08-21,Heidelberg,2.577
2015-08-22,Heidelberg,2.271
2015-08-23,Heidelberg,2.528
2015-08-24,Heidelberg,2.228666666666667
2015-08-25,Heidelberg,2.717
2015-08-26,Heidelberg,2.535
2015-08-27,Heidelberg,1.898
2015-08-28,Heidelberg,2.6799999999999997
2015-08-29,Heidelberg,3.5469999999999997
2015-08-30,Heidelberg,3.005
2015-08-31,Heidelberg,2.233
2015-09-01,Heidelberg,2.8
2015-09-02,Heidelberg,2.501
2015-09-03,Heidelberg,2.636
2015-09-04,Heidelberg,2.707
2015-09-05,Heidelberg,2.1235
2015-09-06,Heidelberg,2.338
2015-09-07,Heidelberg,2.7449999999999997
2015-09-08,Heidelberg,2.6959999999999997
2015-09-09,Heidelberg,2.928
2015-09-10,Heidelberg,3.253
2015-09-11,Heidelberg,3.2609999999999997
2015-09-12,Heidelberg,3.009
2015-09-13,Heidelberg,3.554
2015-09-14,Heidelberg,3.912333333333333
2015-09-15,Heidelberg,4.288
2015-09-16,Heidelberg,3.4299999999999997
2015-09-17,Heidelberg,3.5220000000000002
2015-09-18,Heidelberg,3.2110000000000003
2015-09-19,Heidelberg,2.016
2015-09-20,Heidelberg,4.183
2015-09-21,Heidelberg,3.640333333333334
2015-09-22,Heidelberg,3.1109999999999998
2015-09-23,Heidelberg,3.206
2015-09-24,Heidelberg,2.911
2015-09-25,Heidelberg,2.742
2015-09-26,Heidelberg,2.75
2015-09-27,Heidelberg,2.891
2015-09-28,Heidelberg,3.8666666666666667
2015-09-29,Heidelberg,4.291
2015-09-30,Heidelberg,4.425
2015-10-01,Heidelberg,4.3580000000000005
2015-10-02,Heidelberg,4.6899999999999995
2015-10-03,Heidelberg,4.296
2015-10-04,Heidelberg,4.265000000000001
2015-10-05,Heidelberg,5.370333333333332
2015-10-06,Heidelberg,5.127
2015-10-07,Heidelberg,4.67
2015-10-08,Heidelberg,4.771
2015-10-09,Heidelberg,4.782
2015-10-10,Heidelberg,4.398
2015-10-11,Heidelberg,4.18
2015-10-12,Heidelberg,4.909
2015-10-13,Heidelberg,5.497
2015-10-14,Heidelberg,6.123
2015-10-15,Heidelberg,6.2330000000000005
2015-10-16,Heidelberg,5.776
2015-10-17,Heidelberg,5.662
2015-10-18,Heidelberg,6.129
2015-10-19,Heidelberg,6.172666666666667
2015-10-20,Heidelberg,6.507
2015-10-21,Heidelberg,7.616
2015-10-22,Heidelberg,6.906000000000001
2015-10-23,Heidelberg,6.261
2015-10-24,Heidelberg,6.127
2015-10-25,Heidelberg,6.1610000000000005
2015-10-26,Heidelberg,6.143999999999999
2015-10-27,Heidelberg,6.135
2015-10-28,Heidelberg,6.545
2015-10-29,Heidelberg,6.835
2015-10-30,Heidelberg,5.678
2015-10-31,Heidelberg,4.429
2015-11-01,Heidelberg,3.922
2015-11-02,Heidelberg,3.974
2015-11-09,Heidelberg,4.143
2015-11-10,Heidelberg,3.128
2015-11-11,Heidelberg,3.053
2015-11-12,Heidelberg,3.107
2015-11-13,Heidelberg,4.292
2015-11-14,Heidelberg,4.096
2015-11-15,Heidelberg,3.8890000000000002
2015-11-16,Heidelberg,3.7669999999999995
2015-11-17,Heidelberg,3.7569999999999997
2015-11-18,Heidelberg,4.409
2015-11-19,Heidelberg,4.119
2015-11-20,Heidelberg,3.999
2015-11-21,Heidelberg,4.105
2015-11-22,Heidelberg,4.619
2015-11-23,Heidelberg,5.102333333333333
2015-11-24,Heidelberg,5.528
2015-11-25,Heidelberg,5.731
2015-11-26,Heidelberg,6.322
2015-11-27,Heidelberg,6.557
2015-11-28,Heidelberg,4.957
2015-11-29,Heidelberg,5.606
2015-11-30,Heidelberg,4.068
2015-12-01,Heidelberg,4.142
2015-12-02,Heidelberg,3.809
2015-12-03,Heidelberg,3.6929999999999996
2015-12-04,Heidelberg,4.324
2015-12-05,Heidelberg,4.52
2015-12-06,Heidelberg,4.277
2015-12-07,Heidelberg,4.446666666666666
2015-12-08,Heidelberg,4.609
2015-12-09,Heidelberg,4.711
2015-12-10,Heidelberg,6.050800000000001
2015-12-11,Heidelberg,5.723
2015-12-12,Heidelberg,5.442
2015-12-13,Heidelberg,5.604
2015-12-14,Heidelberg,5.316
2015-12-15,Heidelberg,4.812
2015-12-16,Heidelberg,4.9750000000000005
2015-12-17,Heidelberg,4.9830000000000005
2015-12-18,Heidelberg,5.094
2015-12-19,Heidelberg,5.224
2015-12-20,Heidelberg,5.375
2015-12-21,Heidelberg,4.901999999999999
2015-12-22,Heidelberg,5.231
2015-12-23,Heidelberg,4.354
2015-12-24,Heidelberg,6.056
2015-12-25,Heidelberg,5.616
2015-12-26,Heidelberg,5.34
2015-12-27,Heidelberg,9.126000000000001
2015-12-28,Heidelberg,11.927999999999999
2015-12-29,Heidelberg,10.16
2015-12-30,Heidelberg,8.671
2015-12-31,Heidelberg,9.632
2016-01-07,Heidelberg,6.872
2016-01-08,Heidelberg,6.229
2016-01-09,Heidelberg,6.090999999999999
2016-01-10,Heidelberg,7.5665
2016-01-11,Heidelberg,10.049999999999999
2016-01-12,Heidelberg,9.296999999999999
2016-01-13,Heidelberg,9.061
2016-01-14,Heidelberg,8.436
2016-01-15,Heidelberg,7.581
2016-01-16,Heidelberg,7.6080000000000005
2016-01-17,Heidelberg,7.577333333333333
2016-01-18,Heidelberg,7.7219999999999995
2016-01-21,Heidelberg,8.291
2016-01-22,Heidelberg,7.59
2016-01-23,Heidelberg,7.406
2016-01-24,Heidelberg,6.995
2016-01-25,Heidelberg,6.945999999999999
2016-01-26,Heidelberg,5.805
2016-01-27,Heidelberg,5.871
2016-01-28,Heidelberg,5.891
2016-01-29,Heidelberg,5.67
2016-01-30,Heidelberg,5.514
2016-01-31,Heidelberg,5.265000000000001
2016-02-01,Heidelberg,4.997
2016-02-02,Heidelberg,4.904999999999999
2016-02-03,Heidelberg,6.4365
2016-02-04,Heidelberg,8.500000000000002
2016-02-05,Heidelberg,8.650500000000001
2016-02-06,Heidelberg,7.881
2016-02-07,Heidelberg,7.42
2016-02-08,Heidelberg,6.916333333333334
2016-02-09,Heidelberg,6.463
2016-02-10,Heidelberg,6.358
2016-02-11,Heidelberg,6.297000000000001
2016-02-12,Heidelberg,6.585
2016-02-13,Heidelberg,6.849
2016-02-14,Heidelberg,6.989
2016-02-15,Heidelberg,6.849333333333334
2016-02-16,Heidelberg,6.55
2016-02-17,Heidelberg,6.401
2016-02-18,Heidelberg,6.458
2016-02-19,Heidelberg,6.162000000000001
2016-02-20,Heidelberg,5.634
2016-02-21,Heidelberg,5.6080000000000005
2016-02-22,Heidelberg,5.465
2016-02-23,Heidelberg,5.218
2016-02-24,Heidelberg,3.328
2016-02-25,Heidelberg,11.7075
2016-02-26,Heidelberg,10.802999999999999
2016-02-27,Heidelberg,10.631
2016-02-28,Heidelberg,9.350000000000001
2016-02-29,Heidelberg,8.613
2016-03-01,Heidelberg,7.762
2016-03-02,Heidelberg,8.014
2016-03-03,Heidelberg,8.4495
2016-03-04,Heidelberg,8.058
2016-03-05,Heidelberg,7.151
2016-03-06,Heidelberg,7.069999999999999
2016-03-07,Heidelberg,7.5120000000000005
2016-03-08,Heidelberg,7.653
2016-03-09,Heidelberg,7.606999999999999
2016-03-10,Heidelberg,7.181000000000001
2016-03-11,Heidelberg,9.505333333333333
2016-03-12,Heidelberg,8.88
2016-03-13,Heidelberg,8.7195
2016-03-14,Heidelberg,9.36375
2016-03-15,Heidelberg,8.250666666666666
2016-03-16,Heidelberg,7.3919999999999995
2016-03-17,Heidelberg,7.6995
2016-03-18,Heidelberg,7.391
2016-03-19,Heidelberg,7.119
2016-03-20,Heidelberg,6.8740000000000006
2016-03-21,Heidelberg,6.606333333333333
2016-03-22,Heidelberg,6.526
2016-03-23,Heidelberg,6.2490000000000006
2016-03-24,Heidelberg,6.2635000000000005
2016-03-25,Heidelberg,8.520000000000001
2016-03-26,Heidelberg,7.998333333333332
2016-03-27,Heidelberg,8.102333333333332
2016-03-28,Heidelberg,7.0685
2016-03-29,Heidelberg,7.759
2016-03-30,Heidelberg,7.8495
2016-03-31,Heidelberg,6.728
2016-04-01,Heidelberg,8.276000000000002
2016-04-02,Heidelberg,8.084
2016-04-03,Heidelberg,7.84
2016-04-04,Heidelberg,7.565
2016-04-05,Heidelberg,7.489
2016-04-06,Heidelberg,7.156
2016-04-07,Heidelberg,7.050666666666667
2016-04-08,Heidelberg,7.499
2016-04-09,Heidelberg,7.370666666666666
2016-04-10,Heidelberg,7.5024999999999995
2016-04-11,Heidelberg,2.9490000000000007
2016-04-12,Heidelberg,7.080500000000001
2016-04-13,Heidelberg,7.339
2016-04-14,Heidelberg,-8.12
2016-04-15,Heidelberg,-8.309
2016-04-16,Heidelberg,6.63
2016-04-17,Heidelberg,6.5600000000000005
2016-04-18,Heidelberg,4.241666666666667
2016-04-19,Heidelberg,5.554
2016-04-20,Heidelberg,5.335
2016-04-21,Heidelberg,5.207
2016-04-22,Heidelberg,5.299
2016-04-23,Heidelberg,5.245
2016-04-24,Heidelberg,5.058
2016-04-25,Heidelberg,5.529
2016-04-26,Heidelberg,5.529
2016-04-27,Heidelberg,8.7485
2016-04-28,Heidelberg,8.2645
2016-04-29,Heidelberg,9.022
2016-04-30,Heidelberg,9.164
2016-05-01,Heidelberg,9.461666666666666
2016-05-02,Heidelberg,8.20725
2016-05-03,Heidelberg,6.166
2016-05-04,Heidelberg,6.480666666666667
2016-05-05,Heidelberg,6.368
2016-05-06,Heidelberg,5.978000000000001
2016-05-07,Heidelberg,5.649
2016-05-08,Heidelberg,5.604
2016-05-09,Heidelberg,5.442333333333333
2016-05-10,Heidelberg,5.489
2016-05-11,Heidelberg,5.319
2016-05-12,Heidelberg,7.438000000000001
2016-05-13,Heidelberg,7.499
2016-05-14,Heidelberg,6.167
2016-05-15,Heidelberg,5.856
2016-05-16,Heidelberg,5.5873333333333335
2016-05-17,Heidelberg,4.848
2016-05-18,Heidelberg,4.798
2016-05-19,Heidelberg,4.734
2016-05-20,Heidelberg,4.346
2016-05-21,Heidelberg,4.192
2016-05-22,Heidelberg,4.245
2016-05-23,Heidelberg,4.3196666666666665
2016-05-24,Heidelberg,3.683
2016-05-25,Heidelberg,3.5300000000000002
2016-05-26,Heidelberg,3.5570000000000004
2016-05-27,Heidelberg,3.342
2016-05-28,Heidelberg,3.07
2016-05-29,Heidelberg,2.937
2016-05-30,Heidelberg,3.157
2016-05-31,Heidelberg,2.956
2016-06-01,Heidelberg,2.618
2016-06-02,Heidelberg,2.4539999999999997
2016-06-03,Heidelberg,2.3760000000000003
2016-06-04,Heidelberg,2.355
2016-06-05,Heidelberg,2.322
2016-06-06,Heidelberg,2.7479999999999998
2016-06-07,Heidelberg,10.450000000000001
2016-06-08,Heidelberg,11.866
2016-06-09,Heidelberg,9.514000000000001
2016-06-10,Heidelberg,8.097
2016-06-11,Heidelberg,6.474
2016-06-12,Heidelberg,5.597
2016-06-13,Heidelberg,5.265333333333333
2016-06-14,Heidelberg,4.704
2016-06-15,Heidelberg,4.579
2016-06-16,Heidelberg,3.8289999999999997
2016-06-17,Heidelberg,3.388
2016-06-18,Heidelberg,3.08
2016-06-19,Heidelberg,3.09
2016-06-20,Heidelberg,2.309333333333333
2016-06-21,Heidelberg,2.2270000000000003
2016-06-22,Heidelberg,2.3449999999999998
2016-06-23,Heidelberg,1.988
2016-06-24,Heidelberg,19.1475
2016-06-25,Heidelberg,15.8915
2016-06-26,Heidelberg,13.030999999999999
2016-06-27,Heidelberg,12.850999999999999
2016-06-28,Heidelberg,10.902000000000001
2016-06-29,Heidelberg,8.942
2016-06-30,Heidelberg,7.694000000000001
2016-07-01,Heidelberg,5.4639999999999995
2016-07-02,Heidelberg,4.861
2016-07-03,Heidelberg,4.083
2016-07-04,Heidelberg,3.8484999999999996
2016-07-08,Heidelberg,1.891
2016-07-09,Heidelberg,2.034
2016-07-10,Heidelberg,1.739
2016-07-11,Heidelberg,2.449333333333333
2016-07-12,Heidelberg,3.283
2016-07-13,Heidelberg,2.785
2016-07-14,Heidelberg,1.711
2016-07-15,Heidelberg,1.863
2016-07-16,Heidelberg,2.364
2016-07-17,Heidelberg,3.088
2016-07-18,Heidelberg,2.4526666666666666
2016-07-19,Heidelberg,1.783
2016-07-20,Heidelberg,1.388
2016-07-21,Heidelberg,2.058
2016-07-22,Heidelberg,2.3970000000000002
2016-07-23,Heidelberg,3.0780000000000003
2016-07-24,Heidelberg,1.511
2016-07-25,Heidelberg,-1.7346666666666664
2016-07-26,Heidelberg,1.937
2016-07-27,Heidelberg,3.728
2016-07-28,Heidelberg,4.205
2016-07-29,Heidelberg,3.341
2016-07-30,Heidelberg,1.743
2016-07-31,Heidelberg,1.307
2016-08-01,Heidelberg,1.2706666666666668
2016-08-02,Heidelberg,1.21
2016-08-03,Heidelberg,1.574
2016-08-04,Heidelberg,1.623
2016-08-05,Heidelberg,1.6189999999999998
2016-08-06,Heidelberg,1.8940000000000001
2016-08-07,Heidelberg,1.908
2016-08-08,Heidelberg,1.6256666666666666
2016-08-09,Heidelberg,1.223
2016-08-10,Heidelberg,1.077
2016-08-11,Heidelberg,3.165
2016-08-12,Heidelberg,1.252
2016-08-13,Heidelberg,1.333
2016-08-14,Heidelberg,3.751
2016-08-15,Heidelberg,3.4316666666666666
2016-08-16,Heidelberg,4.993
2016-08-17,Heidelberg,3.97
2016-08-18,Heidelberg,3.691
2016-08-19,Heidelberg,2.561
2016-08-20,Heidelberg,2.342
2016-08-21,Heidelberg,3.067
2016-08-22,Heidelberg,2.800333333333333
2016-08-23,Heidelberg,3.7380000000000004
2016-08-24,Heidelberg,2.925
2016-08-25,Heidelberg,2.596
2016-08-26,Heidelberg,2.422
2016-08-27,Heidelberg,2.718
2016-08-28,Heidelberg,4.734
2016-08-29,Heidelberg,2.2899999999999996
2016-08-30,Heidelberg,1.768
2016-08-31,Heidelberg,2.642
2016-09-01,Heidelberg,3.678
2016-09-02,Heidelberg,3.005
2016-09-03,Heidelberg,1.9580000000000002
2016-09-04,Heidelberg,1.853
2016-09-05,Heidelberg,2.0885
2016-09-06,Heidelberg,2.7880000000000003
2016-09-07,Heidelberg,2.354
2016-09-08,Heidelberg,2.484
2016-09-09,Heidelberg,2.2910000000000004
2016-09-10,Heidelberg,1.865
2016-09-11,Heidelberg,2.511
2016-09-12,Heidelberg,3.3663333333333334
2016-09-13,Heidelberg,5.336
2016-09-14,Heidelberg,2.5789999999999997
2016-09-15,Heidelberg,2.218
2016-09-16,Heidelberg,2.028
2016-09-17,Heidelberg,2.141
2016-09-18,Heidelberg,4.406
2016-09-19,Heidelberg,3.701333333333334
2016-09-20,Heidelberg,-8.251
2016-09-21,Heidelberg,2.885
2016-09-22,Heidelberg,6.355
2016-09-23,Heidelberg,5.191000000000001
2016-09-24,Heidelberg,5.652
2016-09-25,Heidelberg,4.335
2016-09-26,Heidelberg,3.57
2016-09-27,Heidelberg,3.983
2016-09-28,Heidelberg,3.158
2016-09-29,Heidelberg,3.809
2016-09-30,Heidelberg,4.803
2016-10-01,Heidelberg,4.170999999999999
2016-10-02,Heidelberg,3.063
2016-10-03,Heidelberg,3.324
2016-10-04,Heidelberg,2.676
2016-10-05,Heidelberg,3.06
2016-10-06,Heidelberg,3.08
2016-10-07,Heidelberg,3.419
2016-10-08,Heidelberg,3.657
2016-10-09,Heidelberg,3.872
2016-10-10,Heidelberg,3.6886666666666668
2016-10-11,Heidelberg,3.602
2016-10-12,Heidelberg,3.322
2016-10-13,Heidelberg,3.424
2016-10-14,Heidelberg,3.511
2016-10-15,Heidelberg,2.973
2016-10-16,Heidelberg,2.495
2016-10-17,Heidelberg,2.7456666666666667
2016-10-18,Heidelberg,3.5949999999999998
2016-10-19,Heidelberg,2.686
2016-10-20,Heidelberg,2.431
2016-10-21,Heidelberg,3.4414999999999996
2016-10-22,Heidelberg,4.015499999999999
2016-10-23,Heidelberg,3.677
2016-10-24,Heidelberg,2.9306666666666668
2016-10-25,Heidelberg,3.5380000000000003
2016-10-26,Heidelberg,5.704
