OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C38418,Sample-Routine,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Nitrite,Total,0.04,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 353.2,21OHIO_WQX,USEPA 353.2,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C38418,Sample-Routine,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Specific conductance,Total,710.0,mho/cm,,Final,,Actual,,,,,,,,,,,,,SM 2510B,21OHIO_WQX,SM 2510B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C38418,Sample-Routine,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Strontium,Total,1910.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C38418,Sample-Routine,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Potassium,Total,3.1,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C38418,Sample-Routine,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Iron,Total,265.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C38418,Sample-Routine,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Arsenic,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C38418,Sample-Routine,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Orthophosphate,Total,0.089,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 365.1,21OHIO_WQX,USEPA 365.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C38418,Sample-Routine,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Chemical oxygen demand,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,20.0,mg/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C38418,Sample-Routine,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Chloride,Total,66.1,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 325.1,21OHIO_WQX,USEPA 325.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C38418,Sample-Routine,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,"Hardness, Ca, Mg",Total,286.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C38418,Sample-Routine,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Nickel,Total,2.7,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C38418,Sample-Routine,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Zinc,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,10.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM38418,Field Msr/Obs,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,,,,,,Water level reference point elevation,,2.4,ft,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM38418,Field Msr/Obs,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,,,,,,Specific conductance,,420.2,mho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM38418,Field Msr/Obs,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,,,,,,Specific conductance,,793.0,mho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM38418,Field Msr/Obs,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,,,,,,Flow,,117.0,ft3/sec,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM38418,Field Msr/Obs,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,,,,,,"Temperature, water",,0.4,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM38418,Field Msr/Obs,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,,,,,,pH,,7.92,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM38418,Field Msr/Obs,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,,,,,,Dissolved oxygen saturation,,95.4,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM38418,Field Msr/Obs,Water,,2014-03-06,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,162630,,,,,,,,,Dissolved oxygen (DO),,13.75,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Sulfate,Total,76.5,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 375.2,21OHIO_WQX,USEPA 375.2,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Selenium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,"Hardness, Ca, Mg",Total,292.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Nickel,Total,3.2,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Arsenic,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Aluminum,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,200.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Total suspended solids,Total,6.0,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 2540D,21OHIO_WQX,SM 2540D,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,"Alkalinity, total",Total,185.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 310.1,21OHIO_WQX,USEPA 310.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Manganese,Total,26.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Ammonia,Total,0.065,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 4500-NH3BE,21OHIO_WQX,SM 4500-NH3BE,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Magnesium,Total,25.7,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Chromium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Zinc,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,10.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Total dissolved solids,Total,462.0,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 2540C,21OHIO_WQX,SM 2540C,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Specific conductance,Total,725.0,mho/cm,,Final,,Actual,,,,,,,,,,,,,SM 2510B,21OHIO_WQX,SM 2510B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Phosphorus,Total,0.083,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 365.4,21OHIO_WQX,USEPA 365.4,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Orthophosphate,Total,0.082,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 365.1,21OHIO_WQX,USEPA 365.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Cadmium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.2,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Kjeldahl nitrogen,Total,0.67,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 351.2,21OHIO_WQX,USEPA 351.2,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Sodium,Total,37.8,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Potassium,Total,3.4,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Inorganic nitrogen (nitrate and nitrite),Total,2.21,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 350.1,21OHIO_WQX,USEPA 350.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Copper,Total,2.8,ug/l,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Strontium,Total,2530.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Barium,Total,43.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Iron,Total,203.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Nitrite,Total,0.02,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 353.2,21OHIO_WQX,USEPA 353.2,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Chloride,Total,67.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 325.1,21OHIO_WQX,USEPA 325.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Chemical oxygen demand,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,20.0,mg/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Calcium,Total,74.5,mg/l,,Final,,Actual,,,,,,,,,,,,,OEPA Method,21OHIO_WQX,OEPA Method,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C39554,Sample-Routine,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Lead,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM39554,Field Msr/Obs,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,,,,,,Specific conductance,,738.0,mho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM39554,Field Msr/Obs,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,,,,,,Dissolved oxygen saturation,,87.5,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM39554,Field Msr/Obs,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,,,,,,Flow,,120.0,ft3/sec,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM39554,Field Msr/Obs,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,,,,,,Water level reference point elevation,,2.4,ft,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM39554,Field Msr/Obs,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,,,,,,Specific conductance,,701.0,mho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM39554,Field Msr/Obs,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,,,,,,pH,,8.27,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM39554,Field Msr/Obs,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,,,,,,"Temperature, water",,22.3,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM39554,Field Msr/Obs,Water,,2014-06-10,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,164785,,,,,,,,,Dissolved oxygen (DO),,7.58,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,"Alkalinity, total",Total,141.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 310.1,21OHIO_WQX,USEPA 310.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Lead,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
