,Year,Month,Day,Inflow volume [m3 d-1],Inflow temperature [°C],*Suspended sediment concentration [mg m-3],"*Orthophosphate, water, filtered, as phosphorus [mg m-3]","*Phosphorus, water, unfiltered, as phosphorus [mg m-3]","*Phosphorus, water, filtered, as phosphorus [mg m-3]","*Orthophosphate, water, filtered, as PO4 [mg m-3]",Inflow concentration of chlorophyll-a (Chla-P) [mg m-3],Inflow concentration of dissolved organic carbon (DOC) [mg m-3],Inflow concentration of dissolved inorganic carbon (DIC) [mg m-3],Inflow concentration of O2 [mg m-3],Inflow concentration of NO3 [mg m-3],Inflow concentration of NH4 [mg m-3],Inflow concentration of SO4 [mg m-3],Inflow concentration of aqueous iron (Fe2+) [mg m-3],Inflow concentration of Ca2+ [mg m-3],Inflow pH [-],Inflow concentration of CH4 [mg m-3],Inflow concentration of total solid iron (Fe3+) [mg m-3],Inflow concentration of aluminum (Al3+) [mg m-3],Inflow concentration of dissolved silica [mg m-3],"*Iron, suspended sediment, recoverable [mg m-3]","*Iron, water, unfiltered, recoverable [mg m-3]","*Iron, water, filtered [mg m-3]","*Suspended solids, water, unfiltered [mg m-3]"
1999-03-13,1999,3,13,9504945.993999999,5.612903225806451,48000.0,24.838709677419356,112.12903225806451,32.45161290322581,69.70967741935483,,5648.387096774193,,14100.0,,63.16129032258064,62348.3870967742,,72458.06451612903,8.093548387096774,,,,5716.129032258064,,,7.503225806451613,
1999-03-14,1999,3,14,9003398.009,5.887096774193548,39500.0,25.161290322580644,112.87096774193549,33.54838709677419,71.29032258064515,,5651.612903225807,,14100.0,,60.83870967741935,61951.6129032258,,71941.93548387097,8.106451612903227,,,,5653.870967741936,,,7.496774193548387,
1999-03-15,1999,3,15,7926904.768999999,6.161290322580645,28500.0,25.483870967741936,113.61290322580645,34.64516129032258,72.87096774193549,,5654.8387096774195,,14100.0,,58.516129032258064,61554.83870967742,,71425.80645161291,8.119354838709677,,,,5591.612903225807,,,7.490322580645161,
1999-03-16,1999,3,16,7902439.0139999995,6.435483870967742,26000.0,25.806451612903224,114.35483870967742,35.74193548387097,74.45161290322581,,5658.064516129032,,14100.0,,56.19354838709677,61158.06451612903,,70909.67741935483,8.13225806451613,,,,5529.354838709677,,,7.483870967741936,
1999-03-17,1999,3,17,16061768.46,6.709677419354838,72000.0,26.129032258064516,115.09677419354838,36.83870967741935,76.03225806451613,,5661.290322580645,,14100.0,,53.87096774193548,60761.290322580644,,70393.54838709677,8.145161290322582,,,,5467.096774193548,,,7.47741935483871,
1999-03-18,1999,3,18,47708223.15,6.983870967741935,362500.0,26.451612903225808,115.83870967741936,37.935483870967744,77.61290322580645,,5664.5161290322585,,14100.0,,51.54838709677419,60364.51612903226,,69877.41935483871,8.158064516129032,,,,5404.8387096774195,,,7.470967741935484,
1999-03-19,1999,3,19,47952880.7,7.258064516129032,316500.0,26.774193548387096,116.58064516129032,39.03225806451613,79.19354838709677,,5667.741935483871,,14100.0,,49.2258064516129,59967.74193548387,,69361.29032258065,8.170967741935485,,,,5342.58064516129,,,7.464516129032258,
1999-03-20,1999,3,20,35597674.2,7.532258064516128,191000.0,27.096774193548388,117.3225806451613,40.12903225806451,80.7741935483871,,5670.967741935484,,14100.0,,46.90322580645161,59570.967741935485,,68845.16129032258,8.183870967741935,,,,5280.322580645161,,,7.458064516129032,
1999-03-21,1999,3,21,26031563.81,7.806451612903225,150000.0,27.419354838709676,118.06451612903226,41.2258064516129,82.35483870967741,,5674.193548387097,,14100.0,,44.58064516129032,59174.1935483871,,68329.03225806452,8.196774193548388,,,,5218.064516129032,,,7.451612903225807,
1999-03-22,1999,3,22,20526768.83,8.080645161290322,101000.0,27.741935483870968,118.80645161290323,42.32258064516129,83.93548387096774,,5677.419354838709,,14100.0,,42.258064516129025,58777.41935483871,,67812.90322580645,8.20967741935484,,,,5155.806451612903,,,7.445161290322581,
1999-03-23,1999,3,23,15780412.28,8.35483870967742,82000.0,28.064516129032256,119.54838709677419,43.41935483870968,85.51612903225806,,5680.645161290323,,14100.0,,39.93548387096774,58380.645161290326,,67296.7741935484,8.22258064516129,,,,5093.548387096775,,,7.438709677419355,
1999-03-24,1999,3,24,11988220.18,8.629032258064516,63000.0,28.387096774193548,120.29032258064515,44.516129032258064,87.09677419354838,,5683.870967741936,,14100.0,,37.61290322580645,57983.87096774194,,66780.64516129032,8.235483870967743,,,,5031.290322580645,,,7.432258064516129,
1999-03-25,1999,3,25,9823000.816,8.903225806451612,47500.0,28.70967741935484,121.03225806451613,45.61290322580645,88.6774193548387,,5687.096774193548,,14100.0,,35.29032258064516,57587.096774193546,,66264.51612903226,8.248387096774195,,,,4969.032258064516,,,7.425806451612903,
1999-03-26,1999,3,26,7877973.257999999,9.177419354838708,41500.0,29.032258064516128,121.7741935483871,46.70967741935483,90.25806451612902,,5690.322580645161,,14100.0,,32.96774193548387,57190.32258064517,,65748.3870967742,8.261290322580646,,,,4906.774193548387,,,7.419354838709678,
1999-03-27,1999,3,27,6801480.017999999,9.451612903225806,36500.0,29.35483870967742,122.51612903225806,47.806451612903224,91.83870967741936,,5693.548387096775,,14100.0,,30.645161290322577,56793.54838709677,,65232.25806451613,8.274193548387098,,,,4844.516129032258,,,7.412903225806452,
1999-03-28,1999,3,28,6043041.598999999,9.725806451612902,31500.0,29.67741935483871,123.25806451612902,48.90322580645161,93.41935483870967,,5696.774193548387,,14100.0,,28.32258064516128,56396.77419354839,,64716.12903225806,8.287096774193548,,,,4782.258064516129,,,7.4064516129032265,
1999-03-29,1999,3,29,5345767.568,10.0,29500.0,30.0,124.0,50.0,95.0,,5700.0,,14100.0,,26.0,56000.0,,64200.0,8.3,,,,4720.0,,,7.4,
1999-03-30,1999,3,30,4391603.105,10.06875,23500.0,33.125,137.5,53.6875,104.0,,5812.5,,13850.0,,37.0625,55031.25,,63512.5,8.262500000000001,,,,4810.0,,,8.412500000000001,
1999-03-31,1999,3,31,4721890.804,10.1375,23500.0,36.25,151.0,57.375,113.0,,5925.0,,13600.0,,48.125,54062.5,,62825.0,8.225000000000001,,,,4900.0,,,9.425,
1999-04-01,1999,4,1,4636260.66,10.20625,29500.0,39.375,164.5,61.0625,122.0,,6037.5,,13350.0,,59.1875,53093.75,,62137.5,8.1875,,,,4990.0,,,10.4375,
1999-04-02,1999,4,2,4452767.494,10.275,30500.0,42.5,178.0,64.75,131.0,,6150.0,,13100.0,,70.25,52125.0,,61450.0,8.15,,,,5080.0,,,11.450000000000001,
1999-04-03,1999,4,3,4416068.8610000005,10.34375,27000.0,45.625,191.5,68.4375,140.0,,6262.5,,12850.0,,81.3125,51156.25,,60762.5,8.1125,,,,5170.0,,,12.462500000000002,
1999-04-04,1999,4,4,4709657.926,10.4125,24000.0,48.75,205.0,72.125,149.0,,6375.0,,12600.0,,92.375,50187.5,,60075.0,8.075000000000001,,,,5260.0,,,13.475000000000001,
1999-04-05,1999,4,5,4599562.027,10.48125,24500.0,51.875,218.5,75.8125,158.0,,6487.5,,12350.0,,103.4375,49218.75,,59387.5,8.0375,,,,5350.0,,,14.4875,
1999-04-06,1999,4,6,5113342.891,10.55,25500.0,55.0,232.0,79.5,167.0,,6600.0,,12100.0,,114.5,48250.0,,58700.0,8.0,,,,5440.0,,,15.500000000000002,
1999-04-07,1999,4,7,4220342.817,10.61875,27000.0,58.125,245.5,83.1875,176.0,,6712.5,,11850.0,,125.5625,47281.25,,58012.5,7.9625,,,,5530.0,,,16.512500000000003,
1999-04-08,1999,4,8,4636260.66,10.6875,26000.0,61.25,259.0,86.875,185.0,,6825.0,,11600.0,,136.625,46312.5,,57325.0,7.925000000000001,,,,5620.0,,,17.525000000000002,
1999-04-09,1999,4,9,12453069.53,10.75625,56000.0,64.375,272.5,90.5625,194.0,,6937.5,,11350.0,,147.6875,45343.75,,56637.5,7.8875,,,,5710.0,,,18.5375,
1999-04-10,1999,4,10,53335346.9,10.825,399000.0,67.5,286.0,94.25,203.0,,7050.0,,11100.0,,158.75,44375.0,,55950.0,7.8500000000000005,,,,5800.0,,,19.550000000000004,
1999-04-11,1999,4,11,62876991.54,10.893749999999999,447500.0,70.625,299.5,97.9375,212.0,,7162.5,,10850.0,,169.8125,43406.25,,55262.5,7.8125,,,,5890.0,,,20.5625,
1999-04-12,1999,4,12,58228498.0,10.9625,358000.0,73.75,313.0,101.625,221.0,,7275.0,,10600.0,,180.875,42437.5,,54575.0,7.775,,,,5980.0,,,21.575000000000003,
1999-04-13,1999,4,13,45016990.05,11.03125,242000.0,76.875,326.5,105.3125,230.0,,7387.5,,10350.0,,191.9375,41468.75,,53887.5,7.737500000000001,,,,6070.0,,,22.587500000000006,
1999-04-14,1999,4,14,32172468.43,11.1,186000.0,80.0,340.0,109.0,239.0,,7500.0,,10100.0,,203.0,40500.0,,53200.0,7.7,,,,6160.0,,,23.6,
1999-04-15,1999,4,15,23695084.17,11.314285714285713,139500.0,78.0,332.9714285714286,106.17142857142858,233.05714285714285,,7451.428571428572,,10042.857142857143,,199.0,41374.28571428572,,53314.28571428572,7.708571428571429,,,,5995.742857142857,,,23.31142857142857,
1999-04-16,1999,4,16,40980140.4,11.528571428571428,153500.0,76.0,325.9428571428571,103.34285714285714,227.1142857142857,,7402.857142857143,,9985.714285714286,,195.0,42248.57142857143,,53428.57142857143,7.717142857142857,,,,5831.4857142857145,,,23.022857142857145,
1999-04-17,1999,4,17,75232198.04,11.742857142857142,291500.0,74.0,318.9142857142857,100.51428571428572,221.17142857142858,,7354.285714285715,,9928.57142857143,,191.0,43122.857142857145,,53542.857142857145,7.725714285714286,,,,5667.228571428572,,,22.734285714285715,
1999-04-18,1999,4,18,74987540.49,11.957142857142857,256000.0,72.0,311.8857142857143,97.68571428571428,215.22857142857143,,7305.714285714285,,9871.42857142857,,187.0,43997.142857142855,,53657.142857142855,7.734285714285715,,,,5502.971428571429,,,22.44571428571429,
1999-04-19,1999,4,19,60675073.54,12.17142857142857,190000.0,70.0,304.8571428571429,94.85714285714286,209.28571428571428,,7257.142857142857,,9814.285714285714,,183.0,44871.42857142857,,53771.42857142857,7.742857142857143,,,,5338.714285714285,,,22.15714285714286,
1999-04-20,1999,4,20,47341236.82,12.385714285714286,156500.0,68.0,297.8285714285714,92.02857142857142,203.34285714285716,,7208.571428571428,,9757.142857142857,,179.0,45745.71428571429,,53885.71428571428,7.751428571428572,,,,5174.457142857143,,,21.86857142857143,
1999-04-21,1999,4,21,32294797.21,12.6,127000.0,66.0,290.8,89.2,197.4,,7160.0,,9700.0,,175.0,46620.0,,54000.0,7.76,,,,5010.2,,,21.580000000000002,
1999-04-22,1999,4,22,23205769.06,12.814285714285715,109500.0,64.0,283.7714285714286,86.37142857142857,191.45714285714286,,7111.428571428572,,9642.857142857143,,171.0,47494.28571428572,,54114.28571428572,7.768571428571429,,,,4845.942857142857,,,21.291428571428572,
1999-04-23,1999,4,23,54069319.57,13.028571428571428,287000.0,62.0,276.74285714285713,83.54285714285714,185.5142857142857,,7062.857142857143,,9585.714285714286,,167.0,48368.57142857143,,54228.57142857143,7.777142857142858,,,,4681.685714285714,,,21.002857142857145,
1999-04-24,1999,4,24,84896171.45,13.242857142857144,442500.0,60.0,269.7142857142857,80.71428571428571,179.57142857142856,,7014.285714285715,,9528.57142857143,,163.0,49242.857142857145,,54342.857142857145,7.785714285714286,,,,4517.428571428572,,,20.714285714285715,
1999-04-25,1999,4,25,68504115.29,13.457142857142857,344500.0,58.0,262.6857142857143,77.88571428571429,173.62857142857143,,6965.714285714286,,9471.42857142857,,159.0,50117.142857142855,,54457.142857142855,7.7942857142857145,,,,4353.171428571428,,,20.425714285714285,
1999-04-26,1999,4,26,47463565.59,13.67142857142857,253000.0,56.0,255.65714285714284,75.05714285714285,167.68571428571428,,6917.142857142857,,9414.285714285714,,155.0,50991.42857142857,,54571.42857142857,7.802857142857143,,,,4188.914285714285,,,20.13714285714286,
1999-04-27,1999,4,27,32784112.32,13.885714285714286,192000.0,54.0,248.62857142857143,72.22857142857143,161.74285714285713,,6868.571428571428,,9357.142857142857,,151.0,51865.71428571429,,54685.71428571428,7.811428571428571,,,,4024.657142857143,,,19.84857142857143,
1999-04-28,1999,4,28,26447481.65,14.1,146500.0,52.0,241.6,69.4,155.8,,6820.0,,9300.0,,147.0,52740.0,,54800.0,7.82,,,,3860.3999999999996,,,19.560000000000002,
1999-04-29,1999,4,29,22594125.17,14.314285714285715,115000.0,50.0,234.57142857142856,66.57142857142857,149.85714285714286,,6771.428571428572,,9242.857142857143,,143.0,53614.28571428572,,54914.28571428572,7.828571428571428,,,,3696.142857142857,,,19.271428571428572,
1999-04-30,1999,4,30,22055878.55,14.528571428571428,103500.0,48.0,227.54285714285714,63.74285714285714,143.9142857142857,,6722.857142857143,,9185.714285714286,,139.0,54488.57142857143,,55028.57142857143,7.837142857142857,,,,3531.885714285714,,,18.982857142857142,
1999-05-01,1999,5,1,17505248.04,14.742857142857144,106500.0,46.0,220.51428571428573,60.91428571428571,137.97142857142856,,6674.285714285715,,9128.57142857143,,135.0,55362.857142857145,,55142.857142857145,7.845714285714286,,,,3367.6285714285714,,,18.694285714285716,
1999-05-02,1999,5,2,12709959.97,14.957142857142857,71500.0,44.0,213.4857142857143,58.08571428571428,132.0285714285714,,6625.714285714286,,9071.42857142857,,131.0,56237.142857142855,,55257.142857142855,7.854285714285714,,,,3203.3714285714286,,,18.405714285714286,
1999-05-03,1999,5,3,10483576.21,15.17142857142857,53000.0,42.0,206.45714285714286,55.25714285714285,126.08571428571429,,6577.142857142857,,9014.285714285714,,127.0,57111.42857142857,,55371.42857142857,7.862857142857143,,,,3039.1142857142854,,,18.11714285714286,
1999-05-04,1999,5,4,8856603.477,15.385714285714286,48000.0,40.0,199.42857142857144,52.42857142857142,120.14285714285714,,6528.571428571428,,8957.142857142857,,123.0,57985.71428571429,,55485.71428571428,7.871428571428572,,,,2874.8571428571427,,,17.82857142857143,
1999-05-05,1999,5,5,7584384.193,15.600000000000001,40500.0,38.0,192.4,49.599999999999994,114.19999999999999,,6480.0,,8900.0,,119.0,58860.0,,55600.0,7.88,,,,2710.6,,,17.54,
1999-05-06,1999,5,6,6777014.262999999,15.814285714285715,37500.0,36.0,185.37142857142857,46.771428571428565,108.25714285714287,,6431.428571428572,,8842.857142857143,,115.0,59734.28571428571,,55714.28571428572,7.888571428571429,,,,2546.3428571428567,,,17.251428571428573,
1999-05-07,1999,5,7,6287699.153,16.02857142857143,34500.0,34.0,178.34285714285716,43.942857142857136,102.31428571428572,,6382.857142857143,,8785.714285714286,,111.0,60608.571428571435,,55828.57142857143,7.897142857142857,,,,2382.085714285714,,,16.962857142857143,
1999-05-08,1999,5,8,5125575.768999999,16.242857142857144,30500.0,32.0,171.31428571428572,41.114285714285714,96.37142857142857,,6334.285714285714,,8728.571428571428,,107.0,61482.857142857145,,55942.857142857145,7.905714285714286,,,,2217.828571428571,,,16.674285714285716,
1999-05-09,1999,5,9,4550630.516,16.45714285714286,31500.0,30.0,164.28571428571428,38.28571428571428,90.42857142857142,,6285.714285714286,,8671.42857142857,,103.0,62357.142857142855,,56057.142857142855,7.914285714285715,,,,2053.5714285714284,,,16.385714285714286,
1999-05-10,1999,5,10,4208109.938999999,16.67142857142857,28000.0,28.0,157.25714285714287,35.457142857142856,84.48571428571427,,6237.142857142857,,8614.285714285714,,99.0,63231.42857142857,,56171.42857142857,7.922857142857143,,,,1889.3142857142857,,,16.097142857142856,
1999-05-11,1999,5,11,4269274.328,16.885714285714286,30500.0,26.0,150.22857142857143,32.62857142857142,78.54285714285714,,6188.571428571428,,8557.142857142857,,95.0,64105.71428571429,,56285.71428571428,7.9314285714285715,,,,1725.057142857143,,,15.80857142857143,
1999-05-12,1999,5,12,3584233.175,17.1,28500.0,24.0,143.2,29.799999999999997,72.6,,6140.0,,8500.0,,91.0,64980.0,,56400.0,7.94,,,,1560.7999999999993,,,15.520000000000001,
1999-05-13,1999,5,13,3620931.808,17.314285714285717,24500.0,22.0,136.17142857142858,26.97142857142856,66.65714285714284,,6091.428571428572,,8442.857142857143,,87.0,65854.28571428571,,56514.28571428572,7.948571428571428,,,,1396.5428571428565,,,15.231428571428573,
1999-05-14,1999,5,14,3498603.0310000004,17.52857142857143,26500.0,20.0,129.14285714285714,24.14285714285714,60.71428571428572,,6042.857142857143,,8385.714285714286,,83.0,66728.57142857143,,56628.57142857143,7.957142857142857,,,,1232.2857142857138,,,14.942857142857143,
1999-05-15,1999,5,15,3400740.0089999996,17.742857142857144,27500.0,18.0,122.11428571428573,21.314285714285703,54.77142857142857,,5994.285714285715,,8328.571428571428,,79.0,67602.85714285714,,56742.857142857145,7.965714285714286,,,,1068.028571428571,,,14.654285714285715,
1999-05-16,1999,5,16,3645397.564,17.95714285714286,27500.0,16.0,115.08571428571429,18.48571428571428,48.82857142857142,,5945.714285714286,,8271.42857142857,,75.0,68477.14285714286,,56857.142857142855,7.974285714285714,,,,903.7714285714283,,,14.365714285714287,
1999-05-17,1999,5,17,3633164.686,18.17142857142857,18000.0,14.0,108.05714285714285,15.657142857142858,42.88571428571427,,5897.142857142857,,8214.285714285714,,71.0,69351.42857142858,,56971.42857142857,7.982857142857143,,,,739.5142857142855,,,14.077142857142858,
1999-05-18,1999,5,18,4795288.07,18.385714285714286,14500.0,12.0,101.02857142857144,12.828571428571422,36.94285714285712,,5848.571428571428,,8157.142857142857,,67.0,70225.71428571429,,57085.71428571428,7.991428571428571,,,,575.2571428571428,,,13.78857142857143,
1999-05-19,1999,5,19,4880918.214,18.6,15500.0,10.0,94.0,10.0,31.0,,5800.0,,8100.0,,63.0,71100.0,,57200.0,8.0,,,,411.0,,,13.5,
1999-05-20,1999,5,20,4171411.3060000003,18.17142857142857,16500.0,15.714285714285715,117.71428571428572,18.0,46.285714285714285,,5985.714285714285,,8342.857142857143,,95.14285714285714,68585.71428571429,,56585.71428571428,7.957142857142857,,,,926.5714285714286,,,14.914285714285715,
1999-05-21,1999,5,21,4024616.7739999997,17.742857142857144,20000.0,21.42857142857143,141.42857142857144,26.0,61.57142857142857,,6171.428571428572,,8585.714285714286,,127.28571428571429,66071.42857142857,,55971.42857142857,7.914285714285715,,,,1442.142857142857,,,16.32857142857143,
1999-05-22,1999,5,22,4281507.206,17.314285714285717,26500.0,27.142857142857142,165.14285714285714,34.0,76.85714285714286,,6357.142857142857,,8828.57142857143,,159.42857142857144,63557.142857142855,,55357.142857142855,7.871428571428572,,,,1957.7142857142858,,,17.74285714285714,
1999-05-23,1999,5,23,7339726.637,16.885714285714286,34000.0,32.85714285714286,188.85714285714286,42.0,92.14285714285714,,6542.857142857143,,9071.42857142857,,191.57142857142858,61042.857142857145,,54742.857142857145,7.828571428571428,,,,2473.285714285714,,,19.15714285714286,
1999-05-24,1999,5,24,21970248.4,16.457142857142856,94500.0,38.57142857142857,212.57142857142858,50.0,107.42857142857143,,6728.571428571428,,9314.285714285714,,223.71428571428572,58528.57142857143,,54128.57142857143,7.785714285714286,,,,2988.8571428571427,,,20.57142857142857,
1999-05-25,1999,5,25,24343426.69,16.02857142857143,175000.0,44.285714285714285,236.28571428571428,58.0,122.71428571428572,,6914.285714285714,,9557.142857142857,,255.8571428571429,56014.28571428571,,53514.28571428571,7.742857142857143,,,,3504.4285714285716,,,21.985714285714284,
1999-05-26,1999,5,26,20123083.87,15.6,122000.0,50.0,260.0,66.0,138.0,,7100.0,,9800.0,,288.0,53500.0,,52900.0,7.7,,,,4020.0,,,23.4,
1999-05-27,1999,5,27,13431699.75,15.966666666666667,70000.0,48.78787878787879,255.66666666666666,64.51515151515152,134.75757575757575,,7139.393939393939,,9803.030303030304,,280.1212121212121,53451.51515151515,,52575.757575757576,7.718181818181819,,,,3901.121212121212,,,22.857575757575756,
1999-05-28,1999,5,28,9248055.566,16.333333333333332,58500.0,47.57575757575758,251.33333333333334,63.03030303030303,131.5151515151515,,7178.787878787879,,9806.060606060606,,272.24242424242425,53403.030303030304,,52251.51515151515,7.736363636363636,,,,3782.242424242424,,,22.315151515151513,
1999-05-29,1999,5,29,6630219.73,16.7,51000.0,46.36363636363636,247.0,61.54545454545455,128.27272727272728,,7218.181818181818,,9809.09090909091,,264.3636363636364,53354.545454545456,,51927.27272727273,7.754545454545455,,,,3663.3636363636365,,,21.772727272727273,
1999-05-30,1999,5,30,5370233.324,17.066666666666666,45000.0,45.15151515151515,242.66666666666666,60.06060606060606,125.03030303030303,,7257.575757575758,,9812.121212121212,,256.4848484848485,53306.06060606061,,51603.030303030304,7.772727272727273,,,,3544.4848484848485,,,21.23030303030303,
1999-05-31,1999,5,31,6813712.896000001,17.433333333333334,52500.0,43.93939393939394,238.33333333333334,58.57575757575758,121.78787878787878,,7296.969696969697,,9815.151515151516,,248.60606060606062,53257.57575757576,,51278.78787878788,7.790909090909091,,,,3425.6060606060605,,,20.687878787878788,
1999-06-01,1999,6,1,25077399.35,17.8,210500.0,42.72727272727273,234.0,57.09090909090909,118.54545454545455,,7336.363636363636,,9818.181818181818,,240.72727272727272,53209.09090909091,,50954.545454545456,7.8090909090909095,,,,3306.727272727273,,,20.145454545454545,
1999-06-02,1999,6,2,31560824.54,18.166666666666664,142000.0,41.515151515151516,229.66666666666666,55.60606060606061,115.30303030303031,,7375.757575757576,,9821.212121212122,,232.84848484848484,53160.606060606064,,50630.30303030303,7.827272727272727,,,,3187.848484848485,,,19.6030303030303,
1999-06-03,1999,6,3,26019330.93,18.53333333333333,125500.0,40.303030303030305,225.33333333333334,54.121212121212125,112.06060606060606,,7415.151515151515,,9824.242424242424,,224.96969696969697,53112.121212121216,,50306.06060606061,7.845454545454546,,,,3068.969696969697,,,19.06060606060606,
1999-06-04,1999,6,4,18973193.36,18.9,97500.0,39.09090909090909,221.0,52.63636363636364,108.81818181818181,,7454.545454545454,,9827.272727272728,,217.0909090909091,53063.63636363636,,49981.818181818184,7.863636363636364,,,,2950.090909090909,,,18.518181818181816,
1999-06-05,1999,6,5,13272672.34,19.266666666666666,83000.0,37.878787878787875,216.66666666666669,51.151515151515156,105.57575757575758,,7493.939393939394,,9830.30303030303,,209.21212121212122,53015.15151515151,,49657.57575757576,7.881818181818182,,,,2831.212121212121,,,17.975757575757576,
1999-06-06,1999,6,6,9260288.441,19.633333333333333,68000.0,36.666666666666664,212.33333333333334,49.66666666666667,102.33333333333334,,7533.333333333333,,9833.333333333334,,201.33333333333331,52966.666666666664,,49333.333333333336,7.9,,,,2712.3333333333335,,,17.433333333333334,
1999-06-07,1999,6,7,6960507.427999999,20.0,58500.0,35.45454545454545,208.0,48.18181818181818,99.0909090909091,,7572.727272727273,,9836.363636363636,,193.45454545454544,52918.181818181816,,49009.09090909091,7.918181818181819,,,,2593.4545454545455,,,16.89090909090909,
1999-06-08,1999,6,8,5186740.158,20.366666666666667,50500.0,34.24242424242424,203.66666666666669,46.696969696969695,95.84848484848484,,7612.121212121212,,9839.39393939394,,185.57575757575756,52869.69696969697,,48684.84848484849,7.9363636363636365,,,,2474.5757575757575,,,16.348484848484848,
1999-06-09,1999,6,9,4440534.616,20.733333333333334,41000.0,33.03030303030303,199.33333333333334,45.21212121212121,92.60606060606061,,7651.515151515152,,9842.424242424242,,177.6969696969697,52821.21212121212,,48360.606060606064,7.954545454545455,,,,2355.69696969697,,,15.806060606060605,
1999-06-10,1999,6,10,4880918.215,21.1,41500.0,31.818181818181817,195.0,43.72727272727273,89.36363636363637,,7690.909090909091,,9845.454545454546,,169.8181818181818,52772.72727272727,,48036.36363636363,7.9727272727272736,,,,2236.818181818182,,,15.263636363636364,
1999-06-11,1999,6,11,5333534.691000001,21.466666666666665,41000.0,30.606060606060606,190.66666666666669,42.24242424242424,86.12121212121212,,7730.30303030303,,9848.484848484848,,161.93939393939394,52724.242424242424,,47712.121212121216,7.990909090909091,,,,2117.939393939394,,,14.72121212121212,
1999-06-12,1999,6,12,4501699.005,21.833333333333332,30500.0,29.393939393939394,186.33333333333334,40.75757575757576,82.87878787878788,,7769.69696969697,,9851.515151515152,,154.06060606060606,52675.757575757576,,47387.878787878784,8.00909090909091,,,,1999.060606060606,,,14.178787878787878,
1999-06-13,1999,6,13,5761685.411,22.2,40500.0,28.18181818181818,182.0,39.27272727272727,79.63636363636364,,7809.090909090909,,9854.545454545454,,146.1818181818182,52627.27272727273,,47063.63636363637,8.027272727272727,,,,1880.181818181818,,,13.636363636363637,
1999-06-14,1999,6,14,10532507.73,22.566666666666666,96000.0,26.96969696969697,177.66666666666669,37.78787878787879,76.3939393939394,,7848.484848484848,,9857.575757575758,,138.3030303030303,52578.78787878788,,46739.393939393936,8.045454545454547,,,,1761.3030303030305,,,13.093939393939394,
1999-06-15,1999,6,15,13957713.49,22.933333333333334,118000.0,25.757575757575758,173.33333333333334,36.303030303030305,73.15151515151516,,7887.878787878788,,9860.60606060606,,130.42424242424244,52530.30303030303,,46415.15151515151,8.063636363636364,,,,1642.4242424242425,,,12.55151515151515,
1999-06-16,1999,6,16,13174809.32,23.299999999999997,108000.0,24.545454545454543,169.0,34.81818181818181,69.9090909090909,,7927.272727272727,,9863.636363636364,,122.54545454545453,52481.818181818184,,46090.90909090909,8.081818181818182,,,,1523.5454545454545,,,12.00909090909091,
1999-06-17,1999,6,17,10410178.95,23.666666666666664,85500.0,23.333333333333332,164.66666666666669,33.333333333333336,66.66666666666667,,7966.666666666667,,9866.666666666666,,114.66666666666666,52433.333333333336,,45766.666666666664,8.100000000000001,,,,1404.666666666667,,,11.466666666666667,
1999-06-18,1999,6,18,7339726.637999999,24.03333333333333,77000.0,22.12121212121212,160.33333333333334,31.84848484848485,63.424242424242436,,8006.060606060606,,9869.69696969697,,106.78787878787878,52384.84848484849,,45442.42424242424,8.118181818181819,,,,1285.787878787879,,,10.924242424242424,
1999-06-19,1999,6,19,5406931.957,24.4,67500.0,20.909090909090907,156.0,30.36363636363636,60.18181818181819,,8045.454545454545,,9872.727272727272,,98.9090909090909,52336.36363636364,,45118.181818181816,8.136363636363637,,,,1166.909090909091,,,10.381818181818183,
1999-06-20,1999,6,20,4000151.018,24.766666666666666,63000.0,19.696969696969695,151.66666666666669,28.878787878787875,56.93939393939394,,8084.848484848485,,9875.757575757576,,91.03030303030303,52287.878787878784,,44793.93939393939,8.154545454545454,,,,1048.030303030303,,,9.83939393939394,
1999-06-21,1999,6,21,3241712.598,25.133333333333333,58000.0,18.484848484848484,147.33333333333334,27.39393939393939,53.6969696969697,,8124.242424242424,,9878.787878787878,,83.15151515151516,52239.393939393936,,44469.69696969697,8.172727272727274,,,,929.151515151515,,,9.296969696969697,
1999-06-22,1999,6,22,2886959.144,25.5,56500.0,17.272727272727273,143.0,25.909090909090907,50.45454545454547,,8163.636363636364,,9881.818181818182,,75.27272727272728,52190.90909090909,,44145.454545454544,8.190909090909091,,,,810.2727272727275,,,8.754545454545454,
1999-06-23,1999,6,23,2727931.7339999997,25.866666666666667,44500.0,16.060606060606062,138.66666666666669,24.424242424242422,47.21212121212122,,8203.030303030304,,9884.848484848484,,67.39393939393938,52142.42424242424,,43821.21212121212,8.209090909090909,,,,691.3939393939395,,,8.212121212121213,
1999-06-24,1999,6,24,2435565.957,26.233333333333334,33500.0,14.848484848484844,134.33333333333334,22.939393939393938,43.96969696969697,,8242.424242424242,,9887.878787878788,,59.5151515151515,52093.93939393939,,43496.969696969696,8.227272727272728,,,,572.5151515151515,,,7.66969696969697,
1999-06-25,1999,6,25,2004968.66,26.6,32500.0,13.636363636363633,130.0,21.454545454545453,40.727272727272734,,8281.818181818182,,9890.90909090909,,51.636363636363626,52045.454545454544,,43172.72727272727,8.245454545454546,,,,453.63636363636397,,,7.127272727272729,
