"","STATION_NUMBER","Date","Parameter","Value","Symbol"
"16809","02GG011",1973-06-06,"Level",176.020004272461,NA
"16810","02GG011",1973-06-07,"Level",176.029998779297,NA
"16811","02GG011",1973-06-08,"Level",176.029998779297,NA
"16812","02GG011",1973-06-09,"Level",176.029998779297,NA
"16813","02GG011",1973-06-10,"Level",176.020004272461,NA
"16814","02GG011",1973-06-11,"Level",176.020004272461,NA
"16815","02GG011",1973-06-12,"Level",176.020004272461,NA
"16816","02GG011",1973-06-13,"Level",176.020004272461,NA
"16817","02GG011",1973-06-14,"Level",176.029998779297,NA
"16818","02GG011",1973-06-15,"Level",176.020004272461,NA
"16819","02GG011",1973-06-16,"Level",176.029998779297,NA
"16820","02GG011",1973-06-17,"Level",176.039993286133,NA
"16821","02GG011",1973-06-18,"Level",176.050003051758,NA
"16822","02GG011",1973-06-19,"Level",176.039993286133,NA
"16823","02GG011",1973-06-20,"Level",176.039993286133,NA
"16824","02GG011",1973-06-21,"Level",176.029998779297,NA
"16825","02GG011",1973-06-22,"Level",176.039993286133,NA
"16826","02GG011",1973-06-23,"Level",176.029998779297,NA
"16827","02GG011",1973-06-24,"Level",176.029998779297,NA
"16828","02GG011",1973-06-25,"Level",176.029998779297,NA
"16829","02GG011",1973-06-26,"Level",176.039993286133,NA
"16830","02GG011",1973-06-27,"Level",176.070007324219,NA
"16831","02GG011",1973-06-28,"Level",176.080001831055,NA
"16832","02GG011",1973-06-29,"Level",176.089996337891,NA
"16833","02GG011",1973-06-30,"Level",176.080001831055,NA
"16834","02GG011",1973-07-01,"Level",176.070007324219,NA
"16835","02GG011",1973-07-02,"Level",176.059997558594,NA
"16836","02GG011",1973-07-03,"Level",176.070007324219,NA
"16837","02GG011",1973-07-04,"Level",176.070007324219,NA
"16838","02GG011",1973-07-05,"Level",176.050003051758,NA
"16839","02GG011",1973-07-06,"Level",176.050003051758,NA
"16840","02GG011",1973-07-07,"Level",176.050003051758,NA
"16841","02GG011",1973-07-08,"Level",176.050003051758,NA
"16842","02GG011",1973-07-09,"Level",176.039993286133,NA
"16843","02GG011",1973-07-10,"Level",176.029998779297,NA
"16844","02GG011",1973-07-11,"Level",176.039993286133,NA
"16845","02GG011",1973-07-12,"Level",176.039993286133,NA
"16846","02GG011",1973-07-13,"Level",176.050003051758,NA
"16847","02GG011",1973-07-14,"Level",176.029998779297,NA
"16848","02GG011",1973-07-15,"Level",176.009994506836,NA
"16849","02GG011",1973-07-16,"Level",176.020004272461,NA
"16850","02GG011",1973-07-17,"Level",176.009994506836,NA
"16851","02GG011",1973-07-18,"Level",176.009994506836,NA
"16852","02GG011",1973-07-19,"Level",176.009994506836,NA
"16853","02GG011",1973-07-20,"Level",176,NA
"16854","02GG011",1973-07-21,"Level",176.020004272461,NA
"16855","02GG011",1973-07-22,"Level",176.020004272461,NA
"16856","02GG011",1973-07-23,"Level",176.009994506836,NA
"16857","02GG011",1973-07-24,"Level",176.009994506836,NA
"16858","02GG011",1973-07-25,"Level",176.009994506836,NA
"16859","02GG011",1973-07-26,"Level",176.020004272461,NA
"16860","02GG011",1973-07-27,"Level",176.029998779297,NA
"16861","02GG011",1973-07-28,"Level",176.029998779297,NA
"16862","02GG011",1973-07-29,"Level",176.009994506836,NA
"16863","02GG011",1973-07-30,"Level",176,NA
"16864","02GG011",1973-07-31,"Level",176.009994506836,NA
"16865","02GG011",1973-08-01,"Level",176.009994506836,NA
"16866","02GG011",1973-08-02,"Level",176.020004272461,NA
"16867","02GG011",1973-08-03,"Level",176.020004272461,NA
"16868","02GG011",1973-08-04,"Level",176.009994506836,NA
"16869","02GG011",1973-08-05,"Level",176.009994506836,NA
"16870","02GG011",1973-08-06,"Level",176,NA
"16871","02GG011",1973-08-07,"Level",176,NA
"16872","02GG011",1973-08-08,"Level",175.990005493164,NA
"16873","02GG011",1973-08-09,"Level",176,NA
"16874","02GG011",1973-08-10,"Level",176.009994506836,NA
"16875","02GG011",1973-08-11,"Level",176.020004272461,NA
"16876","02GG011",1973-08-12,"Level",176,NA
"16877","02GG011",1973-08-13,"Level",175.990005493164,NA
"16878","02GG011",1973-08-14,"Level",175.990005493164,NA
"16879","02GG011",1973-08-15,"Level",175.990005493164,NA
"16880","02GG011",1973-08-16,"Level",175.990005493164,NA
"16881","02GG011",1973-08-17,"Level",175.990005493164,NA
"16882","02GG011",1973-08-18,"Level",175.990005493164,NA
"16883","02GG011",1973-08-19,"Level",175.990005493164,NA
"16884","02GG011",1973-08-20,"Level",175.990005493164,NA
"16885","02GG011",1973-08-21,"Level",176,NA
"16886","02GG011",1973-08-22,"Level",175.990005493164,NA
"16887","02GG011",1973-08-23,"Level",175.990005493164,NA
"16888","02GG011",1973-08-24,"Level",175.979995727539,NA
"16889","02GG011",1973-08-25,"Level",175.979995727539,NA
"16890","02GG011",1973-08-26,"Level",175.970001220703,NA
"16891","02GG011",1973-08-27,"Level",175.970001220703,NA
"16892","02GG011",1973-08-28,"Level",175.960006713867,NA
"16893","02GG011",1973-08-29,"Level",175.960006713867,NA
"16894","02GG011",1973-08-30,"Level",175.960006713867,NA
"16895","02GG011",1973-08-31,"Level",175.960006713867,NA
"16896","02GG011",1973-09-01,"Level",175.960006713867,NA
"16897","02GG011",1973-09-02,"Level",175.949996948242,NA
"16898","02GG011",1973-09-03,"Level",175.949996948242,NA
"16899","02GG011",1973-09-04,"Level",175.949996948242,NA
"16900","02GG011",1973-09-05,"Level",175.960006713867,NA
"16901","02GG011",1973-09-06,"Level",175.960006713867,NA
"16902","02GG011",1973-09-07,"Level",175.949996948242,NA
"16903","02GG011",1973-09-08,"Level",175.940002441406,NA
"16904","02GG011",1973-09-09,"Level",175.940002441406,NA
"16905","02GG011",1973-09-10,"Level",175.940002441406,NA
"16906","02GG011",1973-09-11,"Level",175.940002441406,NA
"16907","02GG011",1973-09-12,"Level",175.919998168945,NA
"16908","02GG011",1973-09-13,"Level",175.910003662109,NA
"16909","02GG011",1973-09-14,"Level",175.899993896484,NA
"16910","02GG011",1973-09-15,"Level",175.899993896484,NA
"16911","02GG011",1973-09-16,"Level",175.889999389648,NA
"16912","02GG011",1973-09-17,"Level",175.889999389648,NA
"16913","02GG011",1973-09-18,"Level",175.889999389648,NA
"16914","02GG011",1973-09-19,"Level",175.899993896484,NA
"16915","02GG011",1973-09-20,"Level",175.880004882812,NA
"16916","02GG011",1973-09-21,"Level",175.850006103516,NA
"16917","02GG011",1973-09-22,"Level",175.869995117188,NA
"16918","02GG011",1973-09-23,"Level",175.860000610352,NA
"16919","02GG011",1973-09-24,"Level",175.839996337891,NA
"16920","02GG011",1973-09-25,"Level",175.820007324219,NA
"16921","02GG011",1973-09-26,"Level",175.820007324219,NA
"16922","02GG011",1973-09-27,"Level",175.830001831055,NA
"16923","02GG011",1973-09-28,"Level",175.830001831055,NA
"16924","02GG011",1973-09-29,"Level",175.850006103516,NA
"16925","02GG011",1973-09-30,"Level",175.839996337891,NA
"16926","02GG011",1973-10-01,"Level",175.839996337891,NA
"16927","02GG011",1973-10-02,"Level",175.839996337891,NA
"16928","02GG011",1973-10-03,"Level",175.839996337891,NA
"16929","02GG011",1973-10-04,"Level",175.839996337891,NA
"16930","02GG011",1973-10-05,"Level",175.830001831055,NA
"16931","02GG011",1973-10-06,"Level",175.839996337891,NA
"16932","02GG011",1973-10-07,"Level",175.830001831055,NA
"16933","02GG011",1973-10-08,"Level",175.820007324219,NA
"16934","02GG011",1973-10-09,"Level",175.820007324219,NA
"16935","02GG011",1973-10-10,"Level",175.809997558594,NA
"16936","02GG011",1973-10-11,"Level",175.809997558594,NA
"16937","02GG011",1973-10-12,"Level",175.809997558594,NA
"16938","02GG011",1973-10-13,"Level",175.850006103516,NA
"16939","02GG011",1973-10-14,"Level",175.830001831055,NA
"16940","02GG011",1973-10-15,"Level",175.809997558594,NA
"16941","02GG011",1973-10-16,"Level",175.830001831055,NA
"16942","02GG011",1973-10-17,"Level",175.809997558594,NA
"16943","02GG011",1973-10-18,"Level",175.800003051758,NA
"16944","02GG011",1973-10-19,"Level",175.789993286133,NA
"16945","02GG011",1973-10-20,"Level",175.770004272461,NA
"16946","02GG011",1973-10-21,"Level",175.770004272461,NA
"16947","02GG011",1973-10-22,"Level",175.759994506836,NA
"16948","02GG011",1973-10-23,"Level",175.759994506836,NA
"16949","02GG011",1973-10-24,"Level",175.75,NA
"16950","02GG011",1973-10-25,"Level",175.75,NA
"16951","02GG011",1973-10-26,"Level",175.75,NA
"16952","02GG011",1973-10-27,"Level",175.729995727539,NA
"16953","02GG011",1973-10-28,"Level",175.710006713867,NA
"16954","02GG011",1973-10-29,"Level",175.720001220703,NA
"16955","02GG011",1973-10-30,"Level",175.759994506836,NA
"16956","02GG011",1973-10-31,"Level",175.779998779297,NA
"16957","02GG011",1973-11-01,"Level",175.820007324219,NA
"16958","02GG011",1973-11-02,"Level",175.740005493164,NA
"16959","02GG011",1973-11-03,"Level",175.759994506836,NA
"16960","02GG011",1973-11-04,"Level",175.759994506836,NA
"16961","02GG011",1973-11-05,"Level",175.759994506836,NA
"16962","02GG011",1973-11-06,"Level",175.770004272461,NA
"16963","02GG011",1973-11-07,"Level",175.75,NA
"16964","02GG011",1973-11-08,"Level",175.759994506836,NA
"16965","02GG011",1973-11-09,"Level",175.729995727539,NA
"16966","02GG011",1973-11-10,"Level",175.699996948242,NA
"16967","02GG011",1973-11-11,"Level",175.720001220703,NA
"16968","02GG011",1973-11-12,"Level",175.699996948242,NA
"16969","02GG011",1973-11-13,"Level",175.679992675781,NA
"16970","02GG011",1973-11-14,"Level",175.660003662109,NA
"16971","02GG011",1973-11-15,"Level",175.679992675781,NA
"16972","02GG011",1973-11-16,"Level",175.690002441406,NA
"16973","02GG011",1973-11-17,"Level",175.699996948242,NA
"16974","02GG011",1973-11-18,"Level",175.690002441406,NA
"16975","02GG011",1973-11-19,"Level",175.679992675781,NA
"16976","02GG011",1973-11-20,"Level",175.660003662109,NA
"16977","02GG011",1973-11-21,"Level",175.679992675781,NA
"16978","02GG011",1973-11-22,"Level",175.679992675781,NA
"16979","02GG011",1973-11-23,"Level",175.669998168945,NA
"16980","02GG011",1973-11-24,"Level",175.679992675781,NA
"16981","02GG011",1973-11-25,"Level",175.669998168945,NA
"16982","02GG011",1973-11-26,"Level",175.669998168945,NA
"16983","02GG011",1973-11-27,"Level",175.679992675781,NA
"16984","02GG011",1973-11-28,"Level",175.710006713867,NA
"16985","02GG011",1973-11-29,"Level",175.770004272461,NA
"16986","02GG011",1973-11-30,"Level",175.759994506836,NA
"16987","02GG011",1973-12-01,"Level",175.720001220703,NA
"16988","02GG011",1973-12-02,"Level",175.710006713867,NA
"16989","02GG011",1973-12-03,"Level",175.710006713867,NA
"16990","02GG011",1973-12-04,"Level",175.699996948242,NA
"16991","02GG011",1973-12-05,"Level",175.75,NA
"16992","02GG011",1973-12-06,"Level",175.729995727539,NA
"16993","02GG011",1973-12-07,"Level",175.649993896484,NA
"16994","02GG011",1973-12-08,"Level",175.660003662109,NA
"16995","02GG011",1973-12-09,"Level",175.679992675781,NA
"16996","02GG011",1973-12-10,"Level",175.720001220703,NA
"16997","02GG011",1973-12-11,"Level",175.669998168945,NA
"16998","02GG011",1973-12-12,"Level",175.649993896484,NA
"16999","02GG011",1973-12-13,"Level",175.649993896484,NA
"17000","02GG011",1973-12-14,"Level",175.679992675781,NA
"17001","02GG011",1973-12-15,"Level",175.660003662109,NA
"17002","02GG011",1973-12-16,"Level",175.660003662109,NA
"17003","02GG011",1973-12-17,"Level",175.690002441406,NA
"17004","02GG011",1973-12-18,"Level",175.690002441406,NA
"17005","02GG011",1973-12-19,"Level",175.660003662109,NA
"17006","02GG011",1973-12-20,"Level",175.690002441406,NA
"17007","02GG011",1973-12-21,"Level",175.75,NA
"17008","02GG011",1973-12-22,"Level",175.820007324219,NA
"17009","02GG011",1973-12-23,"Level",175.899993896484,NA
"17010","02GG011",1973-12-24,"Level",175.759994506836,NA
"17011","02GG011",1973-12-25,"Level",175.699996948242,NA
"17012","02GG011",1973-12-26,"Level",175.720001220703,NA
"17013","02GG011",1973-12-27,"Level",175.779998779297,NA
"17014","02GG011",1973-12-28,"Level",175.779998779297,NA
"17015","02GG011",1973-12-29,"Level",175.770004272461,NA
"17016","02GG011",1973-12-30,"Level",175.789993286133,NA
"17017","02GG011",1973-12-31,"Level",175.759994506836,NA
"17018","02GG011",1974-01-01,"Level",175.770004272461,NA
"17019","02GG011",1974-01-02,"Level",175.770004272461,NA
"17020","02GG011",1974-01-03,"Level",175.759994506836,NA
"17021","02GG011",1974-01-04,"Level",175.770004272461,NA
"17022","02GG011",1974-01-05,"Level",175.75,NA
"17023","02GG011",1974-01-06,"Level",175.75,NA
"17024","02GG011",1974-01-07,"Level",175.770004272461,NA
"17025","02GG011",1974-01-08,"Level",175.779998779297,NA
"17026","02GG011",1974-01-09,"Level",175.809997558594,NA
"17027","02GG011",1974-01-10,"Level",175.830001831055,NA
"17028","02GG011",1974-01-11,"Level",175.860000610352,NA
"17029","02GG011",1974-01-12,"Level",175.889999389648,NA
"17030","02GG011",1974-01-13,"Level",176.080001831055,NA
"17031","02GG011",1974-01-14,"Level",176.029998779297,NA
"17032","02GG011",1974-01-15,"Level",176.020004272461,NA
"17033","02GG011",1974-01-16,"Level",175.880004882812,NA
"17034","02GG011",1974-01-17,"Level",175.809997558594,NA
"17035","02GG011",1974-01-18,"Level",175.729995727539,NA
"17036","02GG011",1974-01-19,"Level",175.740005493164,NA
"17037","02GG011",1974-01-20,"Level",175.729995727539,NA
"17038","02GG011",1974-01-21,"Level",175.740005493164,NA
"17039","02GG011",1974-01-22,"Level",175.740005493164,NA
"17040","02GG011",1974-01-23,"Level",175.770004272461,NA
"17041","02GG011",1974-01-24,"Level",175.789993286133,NA
"17042","02GG011",1974-01-25,"Level",175.789993286133,NA
"17043","02GG011",1974-01-26,"Level",175.779998779297,NA
"17044","02GG011",1974-01-27,"Level",175.869995117188,NA
"17045","02GG011",1974-01-28,"Level",175.830001831055,NA
"17046","02GG011",1974-01-29,"Level",175.839996337891,NA
"17047","02GG011",1974-01-30,"Level",175.839996337891,NA
"17048","02GG011",1974-01-31,"Level",175.860000610352,NA
"17049","02GG011",1974-02-01,"Level",175.820007324219,NA
"17050","02GG011",1974-02-02,"Level",175.800003051758,NA
"17051","02GG011",1974-02-03,"Level",175.820007324219,NA
"17052","02GG011",1974-02-04,"Level",175.919998168945,NA
"17053","02GG011",1974-02-05,"Level",176.029998779297,NA
"17054","02GG011",1974-02-06,"Level",176.020004272461,NA
"17055","02GG011",1974-02-07,"Level",176.059997558594,NA
"17056","02GG011",1974-02-08,"Level",175.990005493164,NA
"17057","02GG011",1974-02-09,"Level",175.940002441406,NA
"17058","02GG011",1974-02-10,"Level",175.889999389648,NA
"17059","02GG011",1974-02-11,"Level",175.919998168945,NA
"17060","02GG011",1974-02-12,"Level",175.880004882812,NA
"17061","02GG011",1974-02-13,"Level",175.850006103516,NA
"17062","02GG011",1974-02-14,"Level",175.830001831055,NA
"17063","02GG011",1974-02-15,"Level",175.820007324219,NA
"17064","02GG011",1974-02-16,"Level",175.820007324219,NA
"17065","02GG011",1974-02-17,"Level",175.809997558594,NA
"17066","02GG011",1974-02-18,"Level",175.759994506836,NA
"17067","02GG011",1974-02-19,"Level",175.770004272461,NA
"17068","02GG011",1974-02-20,"Level",175.770004272461,NA
"17069","02GG011",1974-02-21,"Level",175.740005493164,NA
"17070","02GG011",1974-02-22,"Level",175.809997558594,NA
"17071","02GG011",1974-02-23,"Level",175.839996337891,NA
"17072","02GG011",1974-02-24,"Level",175.869995117188,NA
"17073","02GG011",1974-02-25,"Level",175.970001220703,NA
"17074","02GG011",1974-02-26,"Level",175.910003662109,NA
"17075","02GG011",1974-02-27,"Level",175.820007324219,NA
"17076","02GG011",1974-02-28,"Level",175.779998779297,NA
"17077","02GG011",1974-03-01,"Level",175.779998779297,NA
"17078","02GG011",1974-03-02,"Level",175.770004272461,NA
"17079","02GG011",1974-03-03,"Level",175.789993286133,NA
"17080","02GG011",1974-03-04,"Level",175.800003051758,NA
"17081","02GG011",1974-03-05,"Level",175.869995117188,NA
"17082","02GG011",1974-03-06,"Level",175.889999389648,NA
"17083","02GG011",1974-03-07,"Level",175.889999389648,NA
"17084","02GG011",1974-03-08,"Level",175.910003662109,NA
"17085","02GG011",1974-03-09,"Level",175.949996948242,NA
"17086","02GG011",1974-03-10,"Level",175.960006713867,NA
"17087","02GG011",1974-03-11,"Level",175.940002441406,NA
"17088","02GG011",1974-03-12,"Level",175.899993896484,NA
"17089","02GG011",1974-03-13,"Level",175.910003662109,NA
"17090","02GG011",1974-03-14,"Level",175.899993896484,NA
"17091","02GG011",1974-03-15,"Level",175.860000610352,NA
"17092","02GG011",1974-03-16,"Level",175.860000610352,NA
"17093","02GG011",1974-03-17,"Level",175.860000610352,NA
"17094","02GG011",1974-03-18,"Level",175.860000610352,NA
"17095","02GG011",1974-03-19,"Level",175.839996337891,NA
"17096","02GG011",1974-03-20,"Level",175.839996337891,NA
"17097","02GG011",1974-03-21,"Level",175.839996337891,NA
"17098","02GG011",1974-03-22,"Level",175.869995117188,NA
"17099","02GG011",1974-03-23,"Level",175.839996337891,NA
"17100","02GG011",1974-03-24,"Level",175.860000610352,NA
"17101","02GG011",1974-03-25,"Level",175.839996337891,NA
"17102","02GG011",1974-03-26,"Level",175.820007324219,NA
"17103","02GG011",1974-03-27,"Level",175.809997558594,NA
"17104","02GG011",1974-03-28,"Level",175.800003051758,NA
"17105","02GG011",1974-03-29,"Level",175.809997558594,NA
"17106","02GG011",1974-03-30,"Level",175.820007324219,NA
"17107","02GG011",1974-03-31,"Level",175.830001831055,NA
"17108","02GG011",1974-04-01,"Level",175.820007324219,NA
"17109","02GG011",1974-04-02,"Level",175.850006103516,NA
"17110","02GG011",1974-04-03,"Level",175.839996337891,NA
"17111","02GG011",1974-04-04,"Level",175.919998168945,NA
"17112","02GG011",1974-04-05,"Level",175.919998168945,NA
"17113","02GG011",1974-04-06,"Level",175.929992675781,NA
"17114","02GG011",1974-04-07,"Level",175.940002441406,NA
"17115","02GG011",1974-04-08,"Level",175.929992675781,NA
"17116","02GG011",1974-04-09,"Level",175.940002441406,NA
"17117","02GG011",1974-04-10,"Level",175.940002441406,NA
"17118","02GG011",1974-04-11,"Level",175.910003662109,NA
"17119","02GG011",1974-04-12,"Level",175.899993896484,NA
"17120","02GG011",1974-04-13,"Level",175.899993896484,NA
"17121","02GG011",1974-04-14,"Level",175.970001220703,NA
"17122","02GG011",1974-04-15,"Level",175.919998168945,NA
"17123","02GG011",1974-04-16,"Level",175.899993896484,NA
"17124","02GG011",1974-04-17,"Level",175.899993896484,NA
"17125","02GG011",1974-04-18,"Level",175.899993896484,NA
"17126","02GG011",1974-04-19,"Level",175.899993896484,NA
"17127","02GG011",1974-04-20,"Level",175.899993896484,NA
"17128","02GG011",1974-04-21,"Level",175.910003662109,NA
"17129","02GG011",1974-04-22,"Level",175.919998168945,NA
"17130","02GG011",1974-04-23,"Level",175.919998168945,NA
"17131","02GG011",1974-04-24,"Level",175.899993896484,NA
"17132","02GG011",1974-04-25,"Level",175.910003662109,NA
"17133","02GG011",1974-04-26,"Level",175.899993896484,NA
"17134","02GG011",1974-04-27,"Level",175.899993896484,NA
"17135","02GG011",1974-04-28,"Level",175.899993896484,NA
"17136","02GG011",1974-04-29,"Level",175.910003662109,NA
"17137","02GG011",1974-04-30,"Level",175.910003662109,NA
"17138","02GG011",1974-05-01,"Level",175.889999389648,NA
"17139","02GG011",1974-05-02,"Level",175.899993896484,NA
"17140","02GG011",1974-05-03,"Level",175.899993896484,NA
"17141","02GG011",1974-05-04,"Level",175.910003662109,NA
"17142","02GG011",1974-05-05,"Level",175.919998168945,NA
"17143","02GG011",1974-05-06,"Level",175.899993896484,NA
"17144","02GG011",1974-05-07,"Level",175.910003662109,NA
"17145","02GG011",1974-05-08,"Level",175.910003662109,NA
"17146","02GG011",1974-05-09,"Level",175.919998168945,NA
"17147","02GG011",1974-05-10,"Level",175.929992675781,NA
"17148","02GG011",1974-05-11,"Level",175.929992675781,NA
"17149","02GG011",1974-05-12,"Level",175.970001220703,NA
"17150","02GG011",1974-05-13,"Level",175.960006713867,NA
"17151","02GG011",1974-05-14,"Level",175.979995727539,NA
"17152","02GG011",1974-05-15,"Level",176.009994506836,NA
"17153","02GG011",1974-05-16,"Level",176,NA
"17154","02GG011",1974-05-17,"Level",176.020004272461,NA
"17155","02GG011",1974-05-18,"Level",176.039993286133,NA
"17156","02GG011",1974-05-19,"Level",176.050003051758,NA
"17157","02GG011",1974-05-20,"Level",176.050003051758,NA
"17158","02GG011",1974-05-21,"Level",176.039993286133,NA
"17159","02GG011",1974-05-22,"Level",176.020004272461,NA
"17160","02GG011",1974-05-23,"Level",176.020004272461,NA
"17161","02GG011",1974-05-24,"Level",176.009994506836,NA
"17162","02GG011",1974-05-25,"Level",175.990005493164,NA
"17163","02GG011",1974-05-26,"Level",175.970001220703,NA
"17164","02GG011",1974-05-27,"Level",175.960006713867,NA
"17165","02GG011",1974-05-28,"Level",175.970001220703,NA
"17166","02GG011",1974-05-29,"Level",175.970001220703,NA
"17167","02GG011",1974-05-30,"Level",175.960006713867,NA
"17168","02GG011",1974-05-31,"Level",175.970001220703,NA
"17169","02GG011",1974-06-01,"Level",175.960006713867,NA
"17170","02GG011",1974-06-02,"Level",175.960006713867,NA
"17171","02GG011",1974-06-03,"Level",175.960006713867,NA
"17172","02GG011",1974-06-04,"Level",175.949996948242,NA
"17173","02GG011",1974-06-05,"Level",175.949996948242,NA
"17174","02GG011",1974-06-06,"Level",175.949996948242,NA
"17175","02GG011",1974-06-07,"Level",175.960006713867,NA
"17176","02GG011",1974-06-08,"Level",175.949996948242,NA
"17177","02GG011",1974-06-09,"Level",175.960006713867,NA
"17178","02GG011",1974-06-10,"Level",176,NA
"17179","02GG011",1974-06-11,"Level",175.970001220703,NA
"17180","02GG011",1974-06-12,"Level",175.949996948242,NA
"17181","02GG011",1974-06-13,"Level",175.960006713867,NA
"17182","02GG011",1974-06-14,"Level",175.960006713867,NA
"17183","02GG011",1974-06-15,"Level",175.979995727539,NA
"17184","02GG011",1974-06-16,"Level",175.979995727539,NA
"17185","02GG011",1974-06-17,"Level",175.990005493164,NA
"17186","02GG011",1974-06-18,"Level",175.979995727539,NA
"17187","02GG011",1974-06-19,"Level",175.979995727539,NA
"17188","02GG011",1974-06-20,"Level",175.979995727539,NA
"17189","02GG011",1974-06-21,"Level",175.979995727539,NA
"17190","02GG011",1974-06-22,"Level",175.979995727539,NA
"17191","02GG011",1974-06-23,"Level",175.970001220703,NA
"17192","02GG011",1974-06-24,"Level",175.979995727539,NA
"17193","02GG011",1974-06-25,"Level",175.979995727539,NA
"17194","02GG011",1974-06-26,"Level",175.990005493164,NA
"17195","02GG011",1974-06-27,"Level",175.990005493164,NA
"17196","02GG011",1974-06-28,"Level",175.990005493164,NA
"17197","02GG011",1974-06-29,"Level",175.990005493164,NA
"17198","02GG011",1974-06-30,"Level",176.009994506836,NA
"17199","02GG011",1974-07-01,"Level",176,NA
"17200","02GG011",1974-07-02,"Level",176.009994506836,NA
"17201","02GG011",1974-07-03,"Level",176.009994506836,NA
"17202","02GG011",1974-07-04,"Level",176.020004272461,NA
"17203","02GG011",1974-07-05,"Level",176,NA
"17204","02GG011",1974-07-06,"Level",176.009994506836,NA
"17205","02GG011",1974-07-07,"Level",176.009994506836,NA
"17206","02GG011",1974-07-08,"Level",176,NA
"17207","02GG011",1974-07-09,"Level",176,NA
"17208","02GG011",1974-07-10,"Level",176,NA
"17209","02GG011",1974-07-11,"Level",175.990005493164,NA
"17210","02GG011",1974-07-12,"Level",176,NA
"17211","02GG011",1974-07-13,"Level",176,NA
"17212","02GG011",1974-07-14,"Level",176,NA
"17213","02GG011",1974-07-15,"Level",175.990005493164,NA
"17214","02GG011",1974-07-16,"Level",176,NA
"17215","02GG011",1974-07-17,"Level",176,NA
"17216","02GG011",1974-07-18,"Level",176.009994506836,NA
"17217","02GG011",1974-07-19,"Level",175.979995727539,NA
"17218","02GG011",1974-07-20,"Level",175.970001220703,NA
"17219","02GG011",1974-07-21,"Level",175.979995727539,NA
"17220","02GG011",1974-07-22,"Level",175.979995727539,NA
"17221","02GG011",1974-07-23,"Level",175.979995727539,NA
"17222","02GG011",1974-07-24,"Level",175.979995727539,NA
"17223","02GG011",1974-07-25,"Level",175.979995727539,NA
"17224","02GG011",1974-07-26,"Level",175.970001220703,NA
"17225","02GG011",1974-07-27,"Level",175.970001220703,NA
"17226","02GG011",1974-07-28,"Level",175.970001220703,NA
"17227","02GG011",1974-07-29,"Level",175.979995727539,NA
"17228","02GG011",1974-07-30,"Level",175.970001220703,NA
"17229","02GG011",1974-07-31,"Level",175.970001220703,NA
"17230","02GG011",1974-08-01,"Level",175.960006713867,NA
"17231","02GG011",1974-08-02,"Level",175.949996948242,NA
"17232","02GG011",1974-08-03,"Level",175.970001220703,NA
"17233","02GG011",1974-08-04,"Level",175.979995727539,NA
"17234","02GG011",1974-08-05,"Level",175.940002441406,NA
"17235","02GG011",1974-08-06,"Level",175.940002441406,NA
"17236","02GG011",1974-08-07,"Level",175.929992675781,NA
"17237","02GG011",1974-08-08,"Level",175.940002441406,NA
"17238","02GG011",1974-08-09,"Level",175.949996948242,NA
"17239","02GG011",1974-08-10,"Level",175.940002441406,NA
"17240","02GG011",1974-08-11,"Level",175.940002441406,NA
"17241","02GG011",1974-08-12,"Level",175.940002441406,NA
"17242","02GG011",1974-08-13,"Level",175.940002441406,NA
"17243","02GG011",1974-08-14,"Level",175.940002441406,NA
"17244","02GG011",1974-08-15,"Level",175.929992675781,NA
"17245","02GG011",1974-08-16,"Level",175.929992675781,NA
"17246","02GG011",1974-08-17,"Level",175.949996948242,NA
"17247","02GG011",1974-08-18,"Level",175.940002441406,NA
"17248","02GG011",1974-08-19,"Level",175.929992675781,NA
"17249","02GG011",1974-08-20,"Level",175.929992675781,NA
"17250","02GG011",1974-08-21,"Level",175.919998168945,NA
"17251","02GG011",1974-08-22,"Level",175.919998168945,NA
"17252","02GG011",1974-08-23,"Level",175.929992675781,NA
"17253","02GG011",1974-08-24,"Level",175.919998168945,NA
"17254","02GG011",1974-08-25,"Level",175.919998168945,NA
"17255","02GG011",1974-08-26,"Level",175.910003662109,NA
"17256","02GG011",1974-08-27,"Level",175.910003662109,NA
"17257","02GG011",1974-08-28,"Level",175.899993896484,NA
"17258","02GG011",1974-08-29,"Level",175.899993896484,NA
"17259","02GG011",1974-08-30,"Level",175.910003662109,NA
"17260","02GG011",1974-08-31,"Level",175.910003662109,NA
"17261","02GG011",1974-09-01,"Level",175.889999389648,NA
"17262","02GG011",1974-09-02,"Level",175.869995117188,NA
"17263","02GG011",1974-09-03,"Level",175.880004882812,NA
"17264","02GG011",1974-09-04,"Level",175.889999389648,NA
"17265","02GG011",1974-09-05,"Level",175.880004882812,NA
"17266","02GG011",1974-09-06,"Level",175.869995117188,NA
"17267","02GG011",1974-09-07,"Level",175.869995117188,NA
"17268","02GG011",1974-09-08,"Level",175.869995117188,NA
"17269","02GG011",1974-09-09,"Level",175.850006103516,NA
"17270","02GG011",1974-09-10,"Level",175.850006103516,NA
"17271","02GG011",1974-09-11,"Level",175.839996337891,NA
"17272","02GG011",1974-09-12,"Level",175.860000610352,NA
"17273","02GG011",1974-09-13,"Level",175.860000610352,NA
"17274","02GG011",1974-09-14,"Level",175.850006103516,NA
"17275","02GG011",1974-09-15,"Level",175.869995117188,NA
"17276","02GG011",1974-09-16,"Level",175.820007324219,NA
"17277","02GG011",1974-09-17,"Level",175.839996337891,NA
