"","Date","Q","LogQ","ConcLow","ConcHigh","Uncen","ConcAve","Julian","Month","Day","DecYear","MonthSeq","waterYear","SinDY","CosDY"
"6434",1997-08-16,65.099847571069,4.17592220775355,0.61,0.61,1,0.61,53918,8,229,1997.62340182648,1772,1997,-0.699970752716203,-0.714171509752323
"6435",1997-08-17,430.585383651588,6.06514564021013,0.6,0.6,1,0.6,53919,8,230,1997.62614155251,1772,1997,-0.712160333049015,-0.702016851672035
"6436",1997-08-18,562.2020855732,6.33186136812973,1.1,1.1,1,1.1,53920,8,231,1997.62888127854,1772,1997,-0.724138884905487,-0.689654170847852
"6437",1997-08-19,487.49280590384,6.18927553320869,1.32666666666667,1.32666666666667,1,1.32666666666667,53921,8,232,1997.63162100457,1772,1997,-0.735902858783416,-0.677087130607572
"6438",1997-08-20,338.569791376571,5.82473024946554,1.565,1.565,1,1.565,53922,8,233,1997.63436073059,1772,1997,-0.747448768762179,-0.664319454837733
"6439",1997-08-21,233.256608046823,5.4521391696448,1.64,1.64,1,1.64,53923,8,234,1997.63710045662,1772,1997,-0.758773193538282,-0.651354926877595
"6440",1997-08-22,131.887961416231,4.88195278502133,1.67,1.67,1,1.67,53924,8,235,1997.63984018265,1772,1997,-0.769872777441494,-0.638197388395251
"6441",1997-08-23,89.0020975908696,4.48865993789115,1.68,1.68,1,1.68,53925,8,236,1997.64257990868,1772,1997,-0.780744231426694,-0.624850738251897
"6442",1997-08-24,88.1271070380774,4.47878017049854,1.75,1.75,1,1.75,53926,8,237,1997.6453196347,1772,1997,-0.791384334045144,-0.611318931350833
"6443",1997-08-25,86.3771259324932,4.45872289460686,1.77,1.77,1,1.77,53927,8,238,1997.64805936073,1772,1997,-0.801789932405965,-0.597605977457085
"6444",1997-08-26,144.013235031299,4.96990520529212,1.81,1.81,1,1.81,53928,8,239,1997.65079908676,1772,1997,-0.811957943106856,-0.583715940013362
"6445",1997-08-27,132.980991686062,4.8902061983541,1.82,1.82,1,1.82,53929,8,240,1997.65353881279,1772,1997,-0.821885353145689,-0.569652934938973
"6446",1997-08-28,96.7835669729821,4.57247721719541,1.72,1.72,1,1.72,53930,8,241,1997.65627853881,1772,1997,-0.831569220815608,-0.555421129407337
"6447",1997-08-29,45.2610650051736,3.8124471707543,1.76,1.76,1,1.76,53931,8,242,1997.65901826484,1772,1997,-0.84100667657869,-0.541024740608104
"6448",1997-08-30,49.0668491571239,3.89318363685461,1.66,1.66,1,1.66,53932,8,243,1997.66175799087,1772,1997,-0.850194923914073,-0.526468034500428
"6449",1997-08-31,42.2594792900938,3.74382869053353,1.72,1.72,1,1.72,53933,8,244,1997.6644977169,1772,1997,-0.859131240144762,-0.511755324552001
"6450",1997-09-01,31.7765827644095,3.45872962746075,1.71,1.71,1,1.71,53934,9,245,1997.66723744292,1773,1997,-0.867812977246492,-0.496890970457885
"6451",1997-09-02,31.7765827644095,3.45872962746075,1.45,1.45,1,1.45,53935,9,246,1997.66997716895,1773,1997,-0.876237562635028,-0.481879376843858
"6452",1997-09-03,30.2814532761433,3.41053542200616,1.25,1.25,1,1.25,53936,9,247,1997.67271689498,1773,1997,-0.884402499922121,-0.466724991972256
"6453",1997-09-04,41.0758351118831,3.7154199951076,0.83,0.83,1,0.83,53937,9,248,1997.675456621,1773,1997,-0.892305369661544,-0.451432306412796
"6454",1997-09-05,45.2610650051736,3.8124471707543,0.73,0.73,1,0.73,53938,9,249,1997.67819634703,1773,1997,-0.899943830062434,-0.436005851718251
"6455",1997-09-06,28.2879472917884,3.34243582318244,0.52,0.52,1,0.52,53939,9,250,1997.68093607306,1773,1997,-0.907315617685653,-0.420450199076777
"6456",1997-09-07,20.03443608071,2.99745259698422,0.35,0.35,1,0.35,53940,9,251,1997.68367579909,1773,1997,-0.914418548108318,-0.404769957970544
"6457",1997-09-08,19.1387742300688,2.95171634165786,0.38,0.38,1,0.38,53941,9,252,1997.68641552511,1773,1997,-0.921250516580435,-0.388969774790125
"6458",1997-09-09,23.737430080342,3.16705313059818,0.36,0.36,1,0.36,53942,9,253,1997.68915525114,1773,1997,-0.927809498642981,-0.373054331469104
"6459",1997-09-10,32.7733357565869,3.48961525052946,0.83,0.83,1,0.83,53943,9,254,1997.69189497717,1773,1997,-0.934093550726629,-0.357028344100183
"6460",1997-09-11,259.854621840921,5.56012232786899,0.7,0.7,1,0.7,53944,9,255,1997.6946347032,1773,1997,-0.940100810731833,-0.340896561527613
"6461",1997-09-12,238.212056161341,5.47316126924802,0.96,0.96,1,0.96,53945,9,256,1997.69737442922,1773,1997,-0.945829498578398,-0.324663763945001
"6462",1997-09-13,120.617856561498,4.79262733769,1.18,1.18,1,1.18,53946,9,257,1997.70011415525,1773,1997,-0.95127791673183,-0.308334761482304
"6463",1997-09-14,89.0020975908696,4.48865993789115,1.07,1.07,1,1.07,53947,9,258,1997.70285388128,1773,1997,-0.956444450707712,-0.291914392777099
"6464",1997-09-15,62.5881432981673,4.13657585598418,1.165,1.165,1,1.165,53948,9,259,1997.70559360731,1773,1997,-0.961327569551115,-0.275407523537295
"6465",1997-09-16,40.4840130227778,3.70090715600375,1.28,1.28,1,1.28,53949,9,260,1997.70833333333,1773,1997,-0.965925826289011,-0.258819045102736
"6466",1997-09-17,44.6267676465153,3.7983338504417,1.34,1.34,1,1.34,53950,9,261,1997.71107305936,1773,1997,-0.970237858358157,-0.242153872999332
"6467",1997-09-18,107.184344644197,4.67455019920519,1.36,1.36,1,1.36,53951,9,262,1997.71381278539,1773,1997,-0.974262388009981,-0.225416945479013
"6468",1997-09-19,132.072020917628,4.88334738680604,1.57,1.57,1,1.57,53952,9,263,1997.71655251142,1773,1997,-0.977998222689962,-0.20861322205286
"6469",1997-09-20,195.357340866985,5.27483039881903,2.09,2.09,1,2.09,53953,9,264,1997.71929223744,1773,1997,-0.981444255390006,-0.19174768202499
"6470",1997-09-21,525.616720064869,6.26457227805117,1.98333333333333,1.98333333333333,1,1.98333333333333,53954,9,265,1997.72203196347,1773,1997,-0.984599464975525,-0.174825323022468
"6471",1997-09-22,414.435342272652,6.02691697271566,1.58666666666667,1.58666666666667,1,1.58666666666667,53955,9,266,1997.7247716895,1773,1997,-0.987462916490203,-0.157851159503699
"6472",1997-09-23,277.712169055888,5.62658521422369,1.62666666666667,1.62666666666667,1,1.62666666666667,53956,9,267,1997.72751141553,1773,1997,-0.990033761431815,-0.140830221277866
"6473",1997-09-24,212.910953930928,5.36087402163707,1.99,1.99,1,1.99,53957,9,268,1997.73025114155,1773,1997,-0.992311238003202,-0.123767552018099
"6474",1997-09-25,142.132996432419,4.95676321386471,2.21,2.21,1,2.21,53958,9,269,1997.73299086758,1773,1997,-0.994294671338711,-0.106668207763351
"6475",1997-09-26,98.34948857717,4.58852734479277,2.23,2.23,1,2.23,53959,9,270,1997.73573059361,1773,1997,-0.995983473704494,-0.0895372554165565
"6476",1997-09-27,76.1660711319481,4.33291610279901,2.35,2.35,1,2.35,53960,9,271,1997.73847031963,1773,1997,-0.997377144672095,-0.0723797712467986
"6477",1997-09-28,73.685515390052,4.2998062451451,2.45,2.45,1,2.45,53961,9,272,1997.74121004566,1773,1997,-0.998475271266434,-0.0552008393905506
"6478",1997-09-29,60.3511124350418,4.10017938043151,2.38,2.38,1,2.38,53962,9,273,1997.74394977169,1773,1997,-0.999277528089133,-0.0380055503324434
"6479",1997-09-30,45.2610650051736,3.8124471707543,2.26,2.26,1,2.26,53963,9,274,1997.74668949772,1773,1997,-0.999783677414012,-0.0207989994113631
"6480",1997-10-01,33.8153957029543,3.52091619295324,2.16,2.16,1,2.16,53964,10,275,1997.74942922374,1774,1998,-0.99999356925821,-0.00358628529605962
"6481",1997-10-02,29.2847002839659,3.37706520503371,2.08,2.08,1,2.08,53965,10,276,1997.75216894977,1774,1998,-0.999907141426199,0.0136274915111567
"6482",1997-10-03,28.2879472917884,3.34243582318244,1.93,1.93,1,1.93,53966,10,277,1997.7549086758,1774,1998,-0.999524419528449,0.0308372301985334
"6483",1997-10-04,26.0126886860652,3.25858444536246,1.93,1.93,1,1.93,53967,10,278,1997.75764840183,1774,1998,-0.99884551697363,0.0480378311508981
"6484",1997-10-05,25.1025852437759,3.22297083859383,1.91,1.91,1,1.91,53968,10,279,1997.76038812785,1774,1998,-0.997870634935246,0.0652241974571498
"6485",1997-10-06,27.8762203455879,3.32777400803592,1.77,1.77,1,1.77,53969,10,280,1997.76312785388,1774,1998,-0.996600062292035,0.0823912364242265
"6486",1997-10-07,25.5576369649206,3.24093617472381,1.66,1.66,1,1.66,53970,10,281,1997.76586757991,1774,1998,-0.995034175542004,0.0995338610898045
"6487",1997-10-08,19.1387742300688,2.95171634165786,1.63,1.63,1,1.63,53971,10,282,1997.76860730594,1774,1998,-0.99317343869098,0.116646991726034
"6488",1997-10-09,18.6545561571644,2.92609041422522,1.5,1.5,1,1.5,53972,10,283,1997.77134703196,1774,1998,-0.991018403115844,0.133725557339361
"6489",1997-10-10,17.6861200113556,2.8727801518003,1.53,1.53,1,1.53,53973,10,284,1997.77408675799,1774,1998,-0.98856970739969,0.150764497185816
"6490",1997-10-11,13.1101176381774,2.57338427089915,1.09,1.09,1,1.09,53974,10,285,1997.77682648402,1774,1998,-0.985828077144118,0.167758762257986
"6491",1997-10-12,18.17033808426,2.89979048896365,0.58,0.58,1,0.58,53975,10,286,1997.77956621005,1774,1998,-0.982794324753678,0.184703316786574
"6492",1997-10-13,17.4440109749034,2.85899637913094,0.48,0.48,1,0.48,53976,10,287,1997.78230593607,1774,1998,-0.979469349194404,0.20159313973618
"6493",1997-10-14,18.6545561571644,2.92609041422522,0.46,0.46,1,0.46,53977,10,288,1997.7850456621,1774,1998,-0.975854135727914,0.218423226289527
"6494",1997-10-15,14.3982509794885,2.66710673944738,0.48,0.48,1,0.48,53978,10,289,1997.78778538813,1774,1998,-0.971949755620746,0.235188589325189
"6495",1997-10-16,18.6545561571644,2.92609041422522,0.53,0.53,1,0.53,53979,10,290,1997.79052511416,1774,1998,-0.967757365824163,0.251884260907816
"6496",1997-10-17,23.737430080342,3.16705313059818,0.56,0.56,1,0.56,53980,10,291,1997.79326484018,1774,1998,-0.963278208634628,0.268505293746068
"6497",1997-10-18,22.5030987471313,3.11365302182228,0.66,0.66,1,0.66,53981,10,292,1997.79600456621,1774,1998,-0.958513611322137,0.285046762672715
"6498",1997-10-19,13.6331297906068,2.61250284448486,0.71,0.71,1,0.71,53982,10,293,1997.79874429224,1774,1998,-0.953464985740709,0.301503766090025
"6499",1997-10-20,10.7763847447028,2.37735714232211,0.79,0.79,1,0.79,53983,10,294,1997.80148401826,1774,1998,-0.948133827906575,0.317871427434467
"6500",1997-10-21,10.2025438530416,2.32263708655289,0.74,0.74,1,0.74,53984,10,295,1997.80422374429,1774,1998,-0.942521717556247,0.334144896616457
"6501",1997-10-22,13.6331297906068,2.61250284448486,0.47,0.47,1,0.47,53985,10,296,1997.80696347032,1774,1998,-0.93663031767969,0.350319351454131
"6502",1997-10-23,12.8680086017252,2.55474427783515,0.3,0.3,1,0.3,53986,10,297,1997.80970319635,1774,1998,-0.930461374026502,0.366389999105753
"6503",1997-10-24,20.8573236361838,3.03770514010373,0.18,0.18,1,0.18,53987,10,298,1997.81244292237,1774,1998,-0.924016714587216,0.382352077493307
"6504",1997-10-25,25.1025852437759,3.22297083859383,0.26,0.26,1,0.26,53988,10,299,1997.8151826484,1774,1998,-0.917298249052785,0.398200856710146
"6505",1997-10-26,11.3377662239619,2.42813929688216,0.26,0.26,1,0.26,53989,10,300,1997.81792237443,1774,1998,-0.910307968250965,0.413931640417594
"6506",1997-10-27,15.9017339374334,2.76642815594915,0.215,0.215,1,0.215,53990,10,301,1997.82066210046,1774,1998,-0.903047943551342,0.429539767248264
"6507",1997-10-28,22.5030987471313,3.11365302182228,0.23,0.23,1,0.23,53991,10,302,1997.82340182648,1774,1998,-0.895520326257452,0.445020612174028
"6508",1997-10-29,18.6545561571644,2.92609041422522,0.23,0.23,1,0.23,53992,10,303,1997.82614155251,1774,1998,-0.887727346963169,0.4603695878897
"6509",1997-10-30,13.6331297906068,2.61250284448486,0.24,0.24,1,0.24,53993,10,304,1997.82888127854,1774,1998,-0.879671314898091,0.475582146159276
"6510",1997-10-31,41.0758351118831,3.7154199951076,0.31,0.31,1,0.31,53994,10,305,1997.83162100457,1774,1998,-0.871354617237572,0.490653779175055
"6511",1997-11-01,41.0758351118831,3.7154199951076,0.44,0.44,1,0.44,53995,11,306,1997.83436073059,1775,1998,-0.862779718397698,0.505580020888473
"6512",1997-11-02,26.4677404072099,3.27592664830399,0.48,0.48,1,0.48,53996,11,307,1997.83710045662,1775,1998,-0.853949159306923,0.520356448330373
"6513",1997-11-03,18.17033808426,2.89979048896365,0.37,0.37,1,0.37,53997,11,308,1997.83984018265,1775,1998,-0.844865556651456,0.534978682924867
"6514",1997-11-04,20.8573236361838,3.03770514010373,0.39,0.39,1,0.39,53998,11,309,1997.84257990868,1775,1998,-0.835531602097886,0.54944239178984
"6515",1997-11-05,18.6545561571644,2.92609041422522,0.7,0.7,1,0.7,53999,11,310,1997.8453196347,1775,1998,-0.825950061497364,0.563743289017705
"6516",1997-11-06,16.2334657926425,2.78707490109818,0.76,0.76,1,0.76,54000,11,311,1997.84805936073,1775,1998,-0.816123774069182,0.577877136940955
"6517",1997-11-07,17.6861200113556,2.8727801518003,0.78,0.78,1,0.78,54001,11,312,1997.85079908676,1775,1998,-0.806055651553372,0.591839747396935
"6518",1997-11-08,22.0916549693945,3.09519993401885,1.05,1.05,1,1.05,54002,11,313,1997.85353881279,1775,1998,-0.795748677350823,0.605626982964279
"6519",1997-11-09,72.0827818855848,4.27781520697244,1.66,1.66,1,1.66,54003,11,314,1997.85627853881,1775,1998,-0.785205905641486,0.619234758186049
"6520",1997-11-10,297.55425525386,5.6955965789594,2.125,2.125,1,2.125,54004,11,315,1997.85901826484,1775,1998,-0.774430460477299,0.632659040783358
"6521",1997-11-11,323.2645359143,5.77847098466661,2.11,2.11,1,2.11,54005,11,316,1997.86175799087,1775,1998,-0.763425534854117,0.645895852853001
"6522",1997-11-12,250.133448482554,5.52199456937516,1.92,1.92,1,1.92,54006,11,317,1997.86449771689,1775,1998,-0.752194389767709,0.658941272043256
"6523",1997-11-13,200.737541677034,5.30199829200716,2.01,2.01,1,2.01,54007,11,318,1997.86723744292,1775,1998,-0.740740353249903,0.671791432713465
"6524",1997-11-14,161.29783805474,5.08325258178492,2.2,2.2,1,2.2,54008,11,319,1997.86997716895,1775,1998,-0.729066819380162,0.684442527082365
"6525",1997-11-15,79.4734787878096,4.37542336585004,2.26,2.26,1,2.26,54009,11,320,1997.87271689498,1775,1998,-0.717177247276042,0.696890806360336
"6526",1997-11-16,52.3346132280692,3.95765797296845,2.26,2.26,1,2.26,54010,11,321,1997.875456621,1775,1998,-0.705075160076867,0.709132581850941
"6527",1997-11-17,73.7874560369792,4.30118874476083,2.265,2.265,1,2.265,54011,11,322,1997.87819634703,1775,1998,-0.692764143891013,0.721164226053228
"6528",1997-11-18,41.0758351118831,3.7154199951076,2.43,2.43,1,2.43,54012,11,323,1997.88093607306,1775,1998,-0.680247846738269,0.732982173731359
"6529",1997-11-19,35.9901295040687,3.58324472041924,2.67,2.67,1,2.67,54013,11,324,1997.88367579909,1775,1998,-0.667529977464897,0.744582922974812
"6530",1997-11-20,33.8153957029543,3.52091619295324,2.66,2.66,1,2.66,54014,11,325,1997.88641552511,1775,1998,-0.654614304655411,0.755963036226318
"6531",1997-11-21,42.8513013791992,3.75773601515902,2.61,2.61,1,2.61,54015,11,326,1997.88915525114,1775,1998,-0.64150465549974,0.767119141315193
"6532",1997-11-22,33.8153957029543,3.52091619295324,2.93,2.93,1,2.93,54016,11,327,1997.89189497717,1775,1998,-0.628204914668444,0.778047932447875
"6533",1997-11-23,33.2717122526756,3.50470755407055,4.7,4.7,1,4.7,54017,11,328,1997.8946347032,1775,1998,-0.614719023164573,0.788746171185378
"6534",1997-11-24,31.2782062683208,3.44292156966971,4.355,4.355,1,4.355,54018,11,329,1997.89737442922,1775,1998,-0.601050977147432,0.799210687409845
"6535",1997-11-25,27.3778438494991,3.30973406765421,4.37,4.37,1,4.37,54019,11,330,1997.90011415525,1775,1998,-0.587204826752565,0.809438380260344
"6536",1997-11-26,35.4464460537901,3.56802299559118,5.53,5.53,1,5.53,54020,11,331,1997.90285388128,1775,1998,-0.573184674894594,0.819426219049634
"6537",1997-11-27,50.969741233099,3.93123214749188,5.81,5.81,1,5.81,54021,11,332,1997.90559360731,1775,1998,-0.558994676048601,0.829171244164509
"6538",1997-11-28,224.237692478399,5.41270661639331,5.51,5.51,1,5.51,54022,11,333,1997.90833333333,1775,1998,-0.544639035016018,0.83867056794478
"6539",1997-11-30,202.94625569379,5.31294119371235,6.11,6.11,1,6.11,54024,11,335,1997.91381278539,1775,1998,-0.51544788975739,0.85692092572457
"6540",1997-12-01,160.346392016752,5.07733642521095,5.37,5.37,1,5.37,54025,12,336,1997.91655251142,1776,1998,-0.500621035497648,0.865666551749149
"6541",1997-12-02,257.405214630031,5.55065155381475,4.86,4.86,1,4.86,54026,12,337,1997.91929223744,1776,1998,-0.485645836422375,0.874155662090919
"6542",1997-12-03,397.34140601476,5.98479587590204,5.01,5.01,1,5.01,54027,12,338,1997.92203196347,1776,1998,-0.470526730003083,0.882385741245067
"6543",1997-12-04,406.34616316,6.00720541494964,5.41,5.41,1,5.41,54028,12,339,1997.9247716895,1776,1998,-0.455268196360496,0.890354350459782
"6544",1997-12-05,301.85700005958,5.70995339549724,5.82,5.82,1,5.82,54029,12,340,1997.92751141553,1776,1998,-0.439874756925848,0.898059128465062
"6545",1997-12-06,205.154969710547,5.32376564335982,5.66,5.66,1,5.66,54030,12,341,1997.93025114155,1776,1998,-0.424350973105814,0.905497792169671
"6546",1997-12-07,147.773712229059,4.99568213226921,5.33,5.33,1,5.33,54031,12,342,1997.93299086758,1776,1998,-0.40870144493419,0.912668137336187
"6547",1997-12-08,105.625502251602,4.65989984071078,5.335,5.335,1,5.335,54032,12,343,1997.93573059361,1776,1998,-0.392930809705591,0.919568039235873
"6548",1997-12-09,89.8770881436617,4.49844304963681,5.17,5.17,1,5.17,54033,12,344,1997.93847031963,1776,1998,-0.377043740597947,0.926195453279656
"6549",1997-12-10,59.255250480574,4.08185439179499,4.94,4.94,1,4.94,54034,12,345,1997.94121004566,1776,1998,-0.361044945291007,0.932548415622381
"6550",1997-12-11,241.309919154074,5.48608207893105,5.565,5.565,1,5.565,54035,12,346,1997.94394977169,1776,1998,-0.344939164576485,0.938625043742855
"6551",1997-12-12,319.186910037211,5.76577685607942,5.79,5.79,1,5.79,54036,12,347,1997.94668949772,1776,1998,-0.328731170941394,0.944423537006305
"6552",1997-12-13,283.620950998152,5.64763866709913,5.33,5.33,1,5.33,54037,12,348,1997.94942922374,1776,1998,-0.31242576716747,0.949942177192811
"6553",1997-12-14,200.737541677034,5.30199829200716,5.71,5.71,1,5.71,54038,12,349,1997.95216894977,1776,1998,-0.296027784894306,0.955179329011349
"6554",1997-12-15,159.409104401949,5.07147388142482,5.915,5.915,1,5.915,54039,12,350,1997.9549086758,1776,1998,-0.279542083201411,0.960133440579702
"6555",1997-12-16,102.342163915153,4.62832174752661,5.88,5.88,1,5.88,54040,12,351,1997.95764840183,1776,1998,-0.262973547156259,0.964803043888262
"6556",1997-12-17,108.008364873526,4.68220867665757,6.06,6.06,1,6.06,54041,12,352,1997.96038812785,1776,1998,-0.246327086371896,0.969186755233238
"6557",1997-12-18,99.1480236447667,4.59661392178445,6.21,6.21,1,6.21,54042,12,353,1997.96312785388,1776,1998,-0.229607633555658,0.973283275625843
"6558",1997-12-19,91.411861216844,4.51537524265354,6.14,6.14,1,6.14,54043,12,354,1997.96586757991,1776,1998,-0.212820143044029,0.977091391178286
"6559",1997-12-20,102.342163915153,4.62832174752661,6.18,6.18,1,6.18,54044,12,355,1997.96860730594,1776,1998,-0.195969589330987,0.980609973464193
"6560",1997-12-21,96.7835669729821,4.57247721719541,5.78,5.78,1,5.78,54045,12,356,1997.97134703196,1776,1998,-0.179060965597472,0.983837979852019
"6561",1997-12-22,90.2069794038568,4.50210680105802,6.065,6.065,1,6.065,54046,12,357,1997.97408675799,1776,1998,-0.162099282237187,0.986774453813124
"6562",1997-12-23,182.274957844656,5.20551630441915,6.235,6.235,1,6.235,54047,12,358,1997.97682648402,1776,1998,-0.145089565359391,0.989418525207519
"6563",1997-12-24,304.462149925499,5.71854677704446,6.35,6.35,1,6.35,54048,12,359,1997.97956621005,1776,1998,-0.128036855312086,0.991769410539462
"6564",1997-12-25,495.940665070495,6.20645629269506,6.365,6.365,1,6.365,54049,12,360,1997.98230593607,1776,1998,-0.110946205183093,0.99382641319069
"6565",1997-12-26,806.803004505835,6.6930795300516,6.11,6.11,1,6.11,54050,12,361,1997.9850456621,1776,1998,-0.0938226792990918,0.995588923627187
"6566",1997-12-27,650.748864168054,6.47812379845333,5.815,5.815,1,5.815,54051,12,362,1997.98778538813,1776,1998,-0.0766713517285445,0.997056419579212
"6567",1997-12-28,474.929565064936,6.16316650896565,5.91,5.91,1,5.91,54052,12,363,1997.99052511416,1776,1998,-0.0594973047835898,0.998228466195734
"6568",1997-12-29,346.540983629353,5.84800109050816,5.9,5.9,1,5.9,54053,12,364,1997.99326484018,1776,1998,-0.0423056275013552,0.999104716174294
"6569",1997-12-30,252.557370531713,5.53163843293371,6.44,6.44,1,6.44,54054,12,365,1997.99600456621,1776,1998,-0.0251014141504787,0.999684909862926
"6570",1997-12-31,202.088255248819,5.30870450915743,6.085,6.085,1,6.085,54055,12,366,1997.99874429224,1776,1998,-0.00788976270703827,0.999968875337841
"6571",1998-01-01,152.550764211455,5.0274974207303,6.05,6.05,1,6.05,54056,1,1,1998.00148401826,1777,1998,0.00932422664154861,0.999956528453881
"6572",1998-01-02,118.141548346557,4.77188346782467,6.05,6.05,1,6.05,54057,1,2,1998.00422374429,1777,1998,0.0265354530205486,0.999647872869739
"6573",1998-01-03,104.737769117944,4.65145978938777,5.95,5.95,1,5.95,54058,1,3,1998.00696347032,1777,1998,0.0437388163739546,0.999043000046647
"6574",1998-01-04,217.823926775893,5.38368706110369,6.155,6.155,1,6.155,54059,1,4,1998.00970319635,1777,1998,0.0609292189721066,0.998142089221494
"6575",1998-01-05,746.035052198653,6.61477258596138,5.455,5.455,1,5.455,54060,1,5,1998.01244292237,1777,1998,0.0781015669259014,0.996945407353742
"6576",1998-01-06,753.303042766614,6.62446759407295,4.76333333333333,4.76333333333333,1,4.76333333333333,54061,1,6,1998.0151826484,1777,1998,0.0952507716998484,0.995453309045976
"6577",1998-01-07,698.481628196854,6.54890887655707,4.45666666666667,4.45666666666667,1,4.45666666666667,54062,1,7,1998.01792237443,1777,1998,0.112371751616271,0.993666236438922
"6578",1998-01-08,987.011414796098,6.89468160450956,3.70333333333333,3.70333333333333,1,3.70333333333333,54063,1,8,1998.02066210046,1777,1998,0.129459433355701,0.991584719081139
"6579",1998-01-09,1367.67478053023,7.22086733638886,3.59333333333333,3.59333333333333,1,3.59333333333333,54064,1,9,1998.02340182648,1777,1998,0.146508753471068,0.98920937377097
"6580",1998-01-10,1298.87428280313,7.16925323200492,4.09666666666667,4.09666666666667,1,4.09666666666667,54065,1,10,1998.02614155251,1777,1998,0.163514659882663,0.986540904374196
"6581",1998-01-11,1207.20321215893,7.09606156828421,4.15,4.15,1,4.15,54066,1,11,1998.02888127854,1777,1998,0.180472113371593,0.983580101616127
"6582",1998-01-12,718.341176450087,6.57694463230213,3.725,3.725,1,3.725,54067,1,12,1998.03162100457,1777,1998,0.197376089076635,0.980327842846878
"6583",1998-01-13,558.690796623484,6.32559618348798,3.828,3.828,1,3.828,54068,1,13,1998.03436073059,1777,1998,0.214221577986764,0.976785091780613
"6584",1998-01-14,401.84378458738,5.99606341754242,4.057,4.057,1,4.057,54069,1,14,1998.03710045662,1777,1998,0.231003588421832,0.972952898210513
"6585",1998-01-15,339.631673115396,5.82786171603459,3.927,3.927,1,3.927,54070,1,15,1998.03984018265,1777,1998,0.247717147508176,0.968832397698597
"6586",1998-01-16,254.981292580872,5.54119018003932,4.075,4.075,1,4.075,54071,1,16,1998.04257990868,1777,1998,0.264357302655777,0.964424811238575
"6587",1998-01-17,181.572700054713,5.2016561247713,4.156,4.156,1,4.156,54072,1,17,1998.0453196347,1777,1998,0.280919123029312,0.959731444893019
"6588",1998-01-18,142.132996432419,4.95676321386471,4.239,4.239,1,4.239,54073,1,18,1998.04805936073,1777,1998,0.297397701005706,0.954753689407127
"6589",1998-01-19,122.81241215507,4.81065808678654,4.2645,4.2645,1,4.2645,54074,1,19,1998.05079908676,1777,1998,0.313788153623186,0.94949301979833
"6590",1998-01-20,91.411861216844,4.51537524265354,4.09,4.09,1,4.09,54075,1,20,1998.05353881279,1777,1998,0.330085624038655,0.943950994916056
"6591",1998-01-21,99.1480236447667,4.59661392178445,4.19,4.19,1,4.19,54076,1,21,1998.05627853881,1777,1998,0.346285282961605,0.938129256981255
"6592",1998-01-22,72.0827818855848,4.27781520697244,4.08,4.08,1,4.08,54077,1,22,1998.05901826484,1777,1998,0.362382330081754,0.932029531101091
"6593",1998-01-23,68.9792555235778,4.23380581480879,4,4,1,4,54078,1,23,1998.06175799087,1777,1998,0.378371995494952,0.925653624756673
"6594",1998-01-24,66.6516107520725,4.19947921365561,4.07,4.07,1,4.07,54079,1,24,1998.06449771689,1777,1998,0.394249541119959,0.919003427266026
"6595",1998-01-25,68.9792555235778,4.23380581480879,4.23,4.23,1,4.23,54080,1,25,1998.06723744292,1777,1998,0.410010262099001,0.912080909225442
"6596",1998-01-26,73.2720894330693,4.29417976466263,4.6195,4.6195,1,4.6195,54081,1,26,1998.06997716895,1777,1998,0.425649488186977,0.904888121927879
"6597",1998-01-27,69.7551371140796,4.24499106837049,4.579,4.579,1,4.579,54082,1,27,1998.07271689498,1777,1998,0.44116258514698,0.897427196749928
"6598",1998-01-28,89.0020975908696,4.48865993789115,4.996,4.996,1,4.996,54083,1,28,1998.075456621,1777,1998,0.45654495611192,0.889700344525484
"6599",1998-01-29,113.776506478825,4.73423605467486,5.383,5.383,1,5.383,54084,1,29,1998.07819634703,1777,1998,0.471792042951698,0.881709854888479
"6600",1998-01-30,154.481973133799,5.04007741078467,5.455,5.455,1,5.455,54085,1,30,1998.08093607306,1777,1998,0.486899327627056,0.873458095592639
"6601",1998-01-31,157.378786517315,5.05865555255045,5.422,5.422,1,5.422,54086,1,31,1998.08367579909,1777,1998,0.501862333523505,0.864947511812331
"6602",1998-02-01,142.132996432419,4.95676321386471,5.082,5.082,1,5.082,54087,2,32,1998.08641552511,1778,1998,0.516676626782584,0.856180625415321
"6603",1998-02-02,132.539248882711,4.88687881954512,5.0065,5.0065,1,5.0065,54088,2,33,1998.08915525114,1778,1998,0.53133781760322,0.84716003422296
"6604",1998-02-03,105.53630418554,4.65905500922471,4.9,4.9,1,4.9,54089,2,34,1998.09189497717,1778,1998,0.545841561561306,0.837888411229273
"6605",1998-02-04,103.939234050347,4.6438064404012,4.68,4.68,1,4.68,54090,2,35,1998.0946347032,1778,1998,0.560183560885999,0.82836850381523
"6606",1998-02-05,92.9466342900263,4.53202550361435,4.74,4.74,1,4.74,54091,2,36,1998.09737442922,1778,1998,0.574359565730341,0.818603132936867
"6607",1998-02-06,83.7521542741168,4.42786189305037,4.66,4.66,1,4.66,54092,2,37,1998.10011415525,1778,1998,0.58836537543968,0.808595192283336
"6608",1998-02-07,75.3392192179827,4.32200083876425,4.44,4.44,1,4.44,54093,2,38,1998.10285388128,1778,1998,0.60219683979178,0.798347647422345
