Year,Month,Day,PRCP,SNOW,Total Precip (mm),,
2002,2,21,4,0,4,,
2002,2,22,0,0,0,,
2002,2,23,0,0,0,,
2002,2,24,0,0,0,,
2002,2,25,4,0,4,,
2002,2,26,0,12,12,,
2002,2,27,0,2,2,,
2002,2,28,0,0,0,,
2002,3,1,0,0,0,,
2002,3,2,7.4,0,7.4,,
2002,3,3,0,0,0,,
2002,3,4,0,0,0,,
2002,3,5,0,17,17,,
2002,3,6,0,0,0,,
2002,3,7,0,0,0,,
2002,3,8,0,0,0,,
2002,3,9,1,2,3,,
2002,3,10,0,0,0,,
2002,3,11,0,0,0,,
2002,3,12,0,0,0,,
2002,3,13,0,0,0,,
2002,3,14,0,0,0,,
2002,3,15,3,0,3,,
2002,3,16,0,0,0,,
2002,3,17,5,0,5,,
2002,3,18,0,0,0,,
2002,3,19,2,0,2,,
2002,3,20,6,0,6,,
2002,3,21,0,0,0,,
2002,3,22,0,0,0,,
2002,3,23,0,0,0,,
2002,3,24,0,0,0,,
2002,3,25,0,0,0,,
2002,3,26,9.4,2,11.4,,
2002,3,27,0,0,0,,
2002,3,28,0,0,0,,
2002,3,29,20,0,20,,
2002,3,30,0,0,0,,
2002,3,31,3,0,3,,
2002,4,1,0.6,0,0.6,,
2002,4,2,24.6,0,24.6,,
2002,4,3,0,0,0,,
2002,4,4,0,0,0,,
2002,4,5,0,0,0,,
2002,4,6,0,5,5,,
2002,4,7,2,0,2,,
2002,4,8,7.2,0,7.2,,
2002,4,9,0,0,0,,
2002,4,10,0,0,0,,
2002,4,11,0,0,0,,
2002,4,12,8,0,8,,
2002,4,13,23.4,0,23.4,,
2002,4,14,5.8,0,5.8,,
2002,4,15,0,0,0,,
2002,4,16,0,0,0,,
2002,4,17,0,0,0,,
2002,4,18,0.4,0,0.4,,
2002,4,19,1,0,1,,
2002,4,20,0,0,0,,
2002,4,21,1,0,1,,
2002,4,22,0,0,0,,
2002,4,23,0,0,0,,
2002,4,24,6,0,6,,
2002,4,25,0,0,0,,
2002,4,26,0,0,0,,
2002,4,27,7.4,0,7.4,,
2002,4,28,11.2,0,11.2,,
2002,4,29,1,0,1,,
2002,4,30,0.8,0,0.8,,
2002,5,1,11.8,0,11.8,,
2002,5,2,3,0,3,,
2002,5,3,0,0,0,,
2002,5,4,0,0,0,,
2002,5,5,0,0,0,,
2002,5,6,5,0,5,,
2002,5,7,0,0,0,,
2002,5,8,12,0,12,,
2002,5,9,3,0,3,,
2002,5,10,0,0,0,,
2002,5,11,3,0,3,,
2002,5,12,27,0,27,,
2002,5,13,40.5,0,40.5,,
2002,5,14,5.5,0,5.5,,
2002,5,15,0,0,0,,
2002,5,16,6.2,0,6.2,,
2002,5,17,2,0,2,,
2002,5,18,0,0,0,,
2002,5,19,0,0,0,,
2002,5,20,0,0,0,,
2002,5,21,0,0,0,,
2002,5,22,0,0,0,,
2002,5,23,2,0,2,,
2002,5,24,1.5,0,1.5,,
2002,5,25,8.4,0,8.4,,
2002,5,26,0,0,0,,
2002,5,27,0,0,0,,
2002,5,28,0,0,0,,
2002,5,29,0,0,0,,
2002,5,30,12,0,12,,
2002,5,31,5,0,5,,
2002,6,1,0,0,0,,
2002,6,2,0,0,0,,
2002,6,3,0,0,0,,
2002,6,4,8.4,0,8.4,,
2002,6,5,4.4,0,4.4,,
2002,6,6,0,0,0,,
2002,6,7,0,0,0,,
2002,6,8,0,0,0,,
2002,6,9,0,0,0,,
2002,6,10,0,0,0,,
2002,6,11,0,0,0,,
2002,6,12,0,0,0,,
2002,6,13,0.2,0,0.2,,
2002,6,14,0.4,0,0.4,,
2002,6,15,1,0,1,,
2002,6,16,3,0,3,,
2002,6,17,10,0,10,,
2002,6,18,0,0,0,,
2002,6,19,0,0,0,,
2002,6,20,0,0,0,,
2002,6,21,0,0,0,,
2002,6,22,0,0,0,,
2002,6,23,0,0,0,,
2002,6,24,0,0,0,,
2002,6,25,0,0,0,,
2002,6,26,0,0,0,,
2002,6,27,0,0,0,,
2002,6,28,0,0,0,,
2002,6,29,0,0,0,,
2002,6,30,0,0,0,,
2002,7,1,0,0,0,,
2002,7,2,0,0,0,,
2002,7,3,0,0,0,,
2002,7,4,0,0,0,,
2002,7,5,0,0,0,,
2002,7,6,0,0,0,,
2002,7,7,0,0,0,,
2002,7,8,1,0,1,,
2002,7,9,1.4,0,1.4,,
2002,7,10,0,0,0,,
2002,7,11,0,0,0,,
2002,7,12,0,0,0,,
2002,7,13,0,0,0,,
2002,7,14,0,0,0,,
2002,7,15,0,0,0,,
2002,7,16,0,0,0,,
2002,7,17,0,0,0,,
2002,7,18,2,0,2,,
2002,7,19,0,0,0,,
2002,7,20,0,0,0,,
2002,7,21,4,0,4,,
2002,7,22,16,0,16,,
2002,7,23,0,0,0,,
2002,7,24,0,0,0,,
2002,7,25,0,0,0,,
2002,7,26,0,0,0,,
2002,7,27,27,0,27,,
2002,7,28,13,0,13,,
2002,7,29,19.5,0,19.5,,
2002,7,30,0,0,0,,
2002,7,31,1,0,1,,
2002,8,1,0,0,0,,
2002,8,2,0,0,0,,
2002,8,3,0,0,0,,
2002,8,4,0,0,0,,
2002,8,5,0,0,0,,
2002,8,6,0,0,0,,
2002,8,7,0,0,0,,
2002,8,8,0,0,0,,
2002,8,9,0,0,0,,
2002,8,10,0,0,0,,
2002,8,11,0,0,0,,
2002,8,12,0,0,0,,
2002,8,13,0,0,0,,
2002,8,14,11,0,11,,
2002,8,15,4,0,4,,
2002,8,16,20,0,20,,
2002,8,17,0,0,0,,
2002,8,18,0,0,0,,
2002,8,19,4.6,0,4.6,,
2002,8,20,0,0,0,,
2002,8,21,0,0,0,,
2002,8,22,8.8,0,8.8,,
2002,8,23,1,0,1,,
2002,8,24,1,0,1,,
2002,8,25,0,0,0,,
2002,8,26,0,0,0,,
2002,8,27,0,0,0,,
2002,8,28,0,0,0,,
2002,8,29,0,0,0,,
2002,8,30,0,0,0,,
2002,8,31,0,0,0,,
2002,9,1,0,0,0,,
2002,9,2,0,0,0,,
2002,9,3,1,0,1,,
2002,9,4,0,0,0,,
2002,9,5,0,0,0,,
2002,9,6,0,0,0,,
2002,9,7,0,0,0,,
2002,9,8,0,0,0,,
2002,9,9,0,0,0,,
2002,9,10,3,0,3,,
2002,9,11,0,0,0,,
2002,9,12,0,0,0,,
2002,9,13,0,0,0,,
2002,9,14,6.8,0,6.8,,
2002,9,15,3.4,0,3.4,,
2002,9,16,0,0,0,,
2002,9,17,0,0,0,,
2002,9,18,0,0,0,,
2002,9,19,0.5,0,0.5,,
2002,9,20,1.5,0,1.5,,
2002,9,21,0,0,0,,
2002,9,22,0,0,0,,
2002,9,23,0,0,0,,
2002,9,24,0,0,0,,
2002,9,25,0,0,0,,
2002,9,26,5,0,5,,
2002,9,27,27.4,0,27.4,,
2002,9,28,0,0,0,,
2002,9,29,0,0,0,,
2002,9,30,0,0,0,,
2002,10,1,0,0,0,,
2002,10,2,12.6,0,12.6,,
2002,10,3,1.6,0,1.6,,
2002,10,4,4,0,4,,
2002,10,5,0,0,0,,
2002,10,6,4,0,4,,
2002,10,7,0,0,0,,
2002,10,8,0,0,0,,
2002,10,9,0,0,0,,
2002,10,10,0,0,0,,
2002,10,11,0,0,0,,
2002,10,12,1,0,1,,
2002,10,13,0,0,0,,
2002,10,14,0,0,0,,
2002,10,15,1,0,1,,
2002,10,16,11.5,0,11.5,,
2002,10,17,0,0,0,,
2002,10,18,20.5,0,20.5,,
2002,10,19,7,0,7,,
2002,10,20,0,0,0,,
2002,10,21,1,0,1,,
2002,10,22,7,0,7,,
2002,10,23,0,0,0,,
2002,10,24,0,0,0,,
2002,10,25,11,0,11,,
2002,10,26,0,0,0,,
2002,10,27,0,0,0,,
2002,10,28,0,0,0,,
2002,10,29,0,0,0,,
2002,10,30,0,0,0,,
2002,10,31,1,0,1,,
2002,11,1,0.2,0,0.2,,
2002,11,2,0,0,0,,
2002,11,3,4,0,4,,
2002,11,4,0,0,0,,
2002,11,5,5.4,0,5.4,,
2002,11,6,0,0,0,,
2002,11,7,0.5,0,0.5,,
2002,11,8,0,0,0,,
2002,11,9,0,0,0,,
2002,11,10,17.6,0,17.6,,
2002,11,11,1,0,1,,
2002,11,12,0,0,0,,
2002,11,13,0,0,0,,
2002,11,14,3,0,3,,
2002,11,15,4,0,4,,
2002,11,16,14,0,14,,
2002,11,17,6,0,6,,
2002,11,18,0,0,0,,
2002,11,19,1.4,0,1.4,,
2002,11,20,0,0,0,,
2002,11,21,2,0,2,,
2002,11,22,5,2,7,,
2002,11,23,5,0,5,,
2002,11,24,0,0,0,,
2002,11,25,0.5,0,0.5,,
2002,11,26,0,1,1,,
2002,11,27,0,0,0,,
2002,11,28,0,0,0,,
2002,11,29,0,0,0,,
2002,11,30,0,0,0,,
2002,12,1,0,10,10,,
2002,12,2,0,13,13,,
2002,12,3,0,0,0,,
2002,12,4,0,0,0,,
2002,12,5,0,0,0,,
2002,12,6,0,0,0,,
2002,12,7,0,0,0,,
2002,12,8,0,0,0,,
2002,12,9,0,0,0,,
2002,12,10,0,0,0,,
2002,12,11,6,0,6,,
2002,12,12,0,0,0,,
2002,12,13,6,0,6,,
2002,12,14,1,0,1,,
2002,12,15,0,7,7,,
2002,12,16,0,7,7,,
2002,12,17,0,0,0,,
2002,12,18,0,0,0,,
2002,12,19,0,0,0,,
2002,12,20,8,0,8,,
2002,12,21,0,0,0,,
2002,12,22,0,0,0,,
2002,12,23,0,0,0,,
2002,12,24,0,11,11,,
2002,12,25,0,8,8,,
2002,12,26,0,0,0,,
2002,12,27,0,0,0,,
2002,12,28,0,5,5,,
2002,12,29,0,0,0,,
2002,12,30,4,0,4,,
2002,12,31,3,0,3,,
2003,1,1,3,0,3,,
2003,1,2,0,8,8,,
2003,1,3,0,7,7,,
2003,1,4,0,0,0,,
2003,1,5,0,2,2,,
2003,1,6,0,17,17,,
2003,1,7,0,7,7,,
2003,1,8,0,0,0,,
2003,1,9,1,0,1,,
2003,1,10,0,0,0,,
2003,1,11,0,0,0,,
2003,1,12,0,0,0,,
2003,1,13,0,0,0,,
2003,1,14,0,0,0,,
2003,1,15,0,0,0,,
2003,1,16,0,0,0,,
2003,1,17,0,0,0,,
2003,1,18,0,5,5,,
2003,1,19,0,0,0,,
2003,1,20,0,0,0,,
2003,1,21,0,0,0,,
2003,1,22,0,0,0,,
2003,1,23,0,4,4,,
2003,1,24,0,0,0,,
2003,1,25,0,7,7,,
2003,1,26,0,8,8,,
2003,1,27,0,5,5,,
2003,1,28,0,5,5,,
2003,1,29,0,0,0,,
2003,1,30,0,0,0,,
2003,1,31,0,0,0,,
2003,2,1,0,0,0,,
2003,2,2,0,0,0,,
2003,2,3,10,0,10,,
2003,2,4,0,0,0,,
2003,2,5,0,0,0,,
2003,2,6,0,0,0,,
2003,2,7,0,0,0,,
2003,2,8,0,0,0,,
2003,2,9,0,0,0,,
2003,2,10,0,6,6,,
2003,2,11,0,12,12,,
2003,2,12,0,0,0,,
2003,2,13,0,0,0,,
2003,2,14,0,0,0,,
2003,2,15,0,0,0,,
2003,2,16,0,0,0,,
2003,2,17,0,13,13,,
2003,2,18,0,8,8,,
2003,2,19,0,0,0,,
2003,2,20,0,0,0,,
2003,2,21,0,0,0,,
2003,2,22,1,2,3,,
2003,2,23,0,1,1,,
2003,2,24,0,1.9,1.9,,
2003,2,25,0,0,0,,
2003,2,26,0,0,0,,
2003,2,27,0,0,0,,
2003,2,28,0,0,0,,
2003,3,1,0,0,0,,
2003,3,2,0,0,0,,
2003,3,3,0,0,0,,
2003,3,4,1,0,1,,
2003,3,5,0,0,0,,
2003,3,6,0,0,0,,
2003,3,7,0,0,0,,
2003,3,8,10,0,10,,
2003,3,9,0,0,0,,
2003,3,10,0,0,0,,
2003,3,11,0,0,0,,
2003,3,12,0,5,5,,
2003,3,13,0,0,0,,
2003,3,14,0,0,0,,
2003,3,15,0,0,0,,
2003,3,16,0,0,0,,
2003,3,17,0,0,0,,
2003,3,18,0,0,0,,
2003,3,19,1,0,1,,
2003,3,20,13.4,0,13.4,,
2003,3,21,2.6,0,2.6,,
2003,3,22,1,0,1,,
2003,3,23,0,0,0,,
2003,3,24,0,0,0,,
2003,3,25,4.5,0,4.5,,
2003,3,26,0,0,0,,
2003,3,27,0,0,0,,
2003,3,28,3,0,3,,
2003,3,29,8,0,8,,
2003,3,30,0,0,0,,
2003,3,31,0,2,2,,
2003,4,1,3,0,3,,
2003,4,2,0,0,0,,
2003,4,3,3,0,3,,
2003,4,4,2,0,2,,
2003,4,5,6,0,6,,
2003,4,6,0,0,0,,
2003,4,7,0,9,9,,
2003,4,8,0,0,0,,
2003,4,9,0,0,0,,
2003,4,10,0,0,0,,
2003,4,11,0,0,0,,
2003,4,12,0,0,0,,
2003,4,13,0,0,0,,
2003,4,14,0,0,0,,
2003,4,15,0,0,0,,
2003,4,16,0,0,0,,
2003,4,17,0,0,0,,
2003,4,18,0,0,0,,
2003,4,19,0,0,0,,
2003,4,20,2,0,2,,
2003,4,21,4,0,4,,
2003,4,22,1,0,1,,
2003,4,23,0,0,0,,
2003,4,24,0,0,0,,
2003,4,25,0,0,0,,
2003,4,26,0,0,0,,
2003,4,27,0,0,0,,
2003,4,28,0,0,0,,
2003,4,29,0,0,0,,
2003,4,30,17,0,17,,
2003,5,1,21.5,0,21.5,,
2003,5,2,1.4,0,1.4,,
2003,5,3,0,0,0,,
2003,5,4,0,0,0,,
2003,5,5,19.2,0,19.2,,
2003,5,6,0,0,0,,
2003,5,7,0,0,0,,
2003,5,8,0,0,0,,
2003,5,9,0,0,0,,
2003,5,10,2,0,2,,
2003,5,11,26,0,26,,
2003,5,12,7,0,7,,
2003,5,13,2.2,0,2.2,,
2003,5,14,0,0,0,,
2003,5,15,2.2,0,2.2,,
2003,5,16,6.4,0,6.4,,
2003,5,17,0,0,0,,
2003,5,18,0,0,0,,
2003,5,19,0,0,0,,
2003,5,20,19,0,19,,
2003,5,21,0.4,0,0.4,,
2003,5,22,0,0,0,,
2003,5,23,25,0,25,,
2003,5,24,0.8,0,0.8,,
2003,5,25,0,0,0,,
2003,5,26,0,0,0,,
2003,5,27,0,0,0,,
2003,5,28,0,0,0,,
2003,5,29,5,0,5,,
2003,5,30,1,0,1,,
2003,5,31,20,0,20,,
2003,6,1,0,0,0,,
2003,6,2,0,0,0,,
2003,6,3,0,0,0,,
2003,6,4,7,0,7,,
2003,6,5,1,0,1,,
2003,6,6,0,0,0,,
2003,6,7,0,0,0,,
2003,6,8,15,0,15,,
2003,6,9,0.4,0,0.4,,
2003,6,10,3.8,0,3.8,,
2003,6,11,0,0,0,,
2003,6,12,17,0,17,,
2003,6,13,0,0,0,,
2003,6,14,0,0,0,,
2003,6,15,0,0,0,,
2003,6,16,0,0,0,,
2003,6,17,0,0,0,,
2003,6,18,0.2,0,0.2,,
2003,6,19,2,0,2,,
2003,6,20,1,0,1,,
2003,6,21,5.2,0,5.2,,
2003,6,22,0,0,0,,
2003,6,23,0,0,0,,
2003,6,24,0,0,0,,
2003,6,25,0,0,0,,
2003,6,26,0,0,0,,
2003,6,27,0,0,0,,
2003,6,28,0,0,0,,
2003,6,29,1,0,1,,
2003,6,30,0,0,0,,
2003,7,1,0,0,0,,
2003,7,2,0,0,0,,
2003,7,3,0,0,0,,
2003,7,4,0,0,0,,
2003,7,5,8,0,8,,
2003,7,6,1,0,1,,
2003,7,7,0,0,0,,
2003,7,8,1.8,0,1.8,,
2003,7,9,0,0,0,,
2003,7,10,31,0,31,,
2003,7,11,4,0,4,,
2003,7,12,1,0,1,,
2003,7,13,0,0,0,,
2003,7,14,0,0,0,,
2003,7,15,20,0,20,,
2003,7,16,0,0,0,,
2003,7,17,0.4,0,0.4,,
2003,7,18,0,0,0,,
2003,7,19,0,0,0,,
2003,7,20,2.9,0,2.9,,
2003,7,21,20.2,0,20.2,,
2003,7,22,1.5,0,1.5,,
2003,7,23,29,0,29,,
2003,7,24,1.8,0,1.8,,
2003,7,25,0,0,0,,
2003,7,26,0,0,0,,
2003,7,27,1.6,0,1.6,,
2003,7,28,0,0,0,,
2003,7,29,0,0,0,,
2003,7,30,0,0,0,,
2003,7,31,5,0,5,,
2003,8,1,0,0,0,,
2003,8,2,0.5,0,0.5,,
2003,8,3,6,0,6,,
2003,8,4,0,0,0,,
2003,8,5,11.2,0,11.2,,
2003,8,6,0,0,0,,
2003,8,7,0,0,0,,
2003,8,8,23,0,23,,
2003,8,9,0,0,0,,
2003,8,10,0,0,0,,
2003,8,11,10.6,0,10.6,,
2003,8,12,0,0,0,,
2003,8,13,0,0,0,,
2003,8,14,0,0,0,,
2003,8,15,0,0,0,,
2003,8,16,9.2,0,9.2,,
2003,8,17,0,0,0,,
2003,8,18,0,0,0,,
2003,8,19,0,0,0,,
2003,8,20,0,0,0,,
2003,8,21,10,0,10,,
2003,8,22,0,0,0,,
2003,8,23,0,0,0,,
2003,8,24,0,0,0,,
2003,8,25,5,0,5,,
2003,8,26,9,0,9,,
2003,8,27,0,0,0,,
2003,8,28,0,0,0,,
2003,8,29,0,0,0,,
2003,8,30,0,0,0,,
2003,8,31,2,0,2,,
2003,9,1,7.6,0,7.6,,
2003,9,2,0,0,0,,
2003,9,3,0,0,0,,
2003,9,4,0,0,0,,
2003,9,5,0,0,0,,
2003,9,6,0,0,0,,
2003,9,7,0,0,0,,
2003,9,8,0,0,0,,
2003,9,9,0,0,0,,
2003,9,10,0,0,0,,
2003,9,11,0,0,0,,
2003,9,12,0,0,0,,
2003,9,13,0,0,0,,
2003,9,14,2.8,0,2.8,,
2003,9,15,10.8,0,10.8,,
2003,9,16,0.4,0,0.4,,
2003,9,17,0,0,0,,
2003,9,18,3.6,0,3.6,,
2003,9,19,2.6,0,2.6,,
2003,9,20,0,0,0,,
2003,9,21,0,0,0,,
2003,9,22,24.6,0,24.6,,
2003,9,23,1.6,0,1.6,,
2003,9,24,6.6,0,6.6,,
2003,9,25,0,0,0,,
2003,9,26,21,0,21,,
2003,9,27,16,0,16,,
2003,9,28,1,0,1,,
2003,9,29,0,0,0,,
2003,9,30,11.8,0,11.8,,
2003,10,1,7,0,7,,
2003,10,2,4.6,0,4.6,,
2003,10,3,14,0,14,,
2003,10,4,1,0,1,,
2003,10,5,0,0,0,,
2003,10,6,0,0,0,,
2003,10,7,0,0,0,,
2003,10,8,0,0,0,,
2003,10,9,0,0,0,,
2003,10,10,0,0,0,,
2003,10,11,0,0,0,,
2003,10,12,1.8,0,1.8,,
2003,10,13,0,0,0,,
2003,10,14,20,0,20,,
2003,10,15,1,0,1,,
2003,10,16,0,0,0,,
2003,10,17,0,0,0,,
2003,10,18,7,0,7,,
2003,10,19,1,0,1,,
2003,10,20,0,0,0,,
2003,10,21,1.4,0,1.4,,
2003,10,22,1,0,1,,
2003,10,23,0,0,0,,
2003,10,24,0,0,0,,
2003,10,25,14.8,0,14.8,,
2003,10,26,8.1,0,8.1,,
2003,10,27,1,0,1,,
2003,10,28,1,0,1,,
2003,10,29,0,0,0,,
2003,10,30,0,0,0,,
2003,10,31,0,0,0,,
2003,11,1,5,0,5,,
2003,11,2,11,0,11,,
2003,11,3,3,0,3,,
2003,11,4,1,0,1,,
2003,11,5,1,0,1,,
2003,11,6,0,0,0,,
2003,11,7,0,0,0,,
2003,11,8,0,0,0,,
2003,11,9,0,0,0,,
2003,11,10,4,0,4,,
2003,11,11,4,0,4,,
2003,11,12,7.5,0,7.5,,
2003,11,13,0.5,0,0.5,,
2003,11,14,0,0,0,,
2003,11,15,2,0,2,,
2003,11,16,2,0,2,,
2003,11,17,0,0,0,,
2003,11,18,3,0,3,,
2003,11,19,10,0,10,,
2003,11,20,0,0,0,,
2003,11,21,0,0,0,,
2003,11,22,0,0,0,,
2003,11,23,0,0,0,,
2003,11,24,4,0,4,,
2003,11,25,0,0,0,,
2003,11,26,0,0,0,,
2003,11,27,10.8,0,10.8,,
2003,11,28,14,0,14,,
2003,11,29,6.4,0,6.4,,
2003,11,30,0.4,0,0.4,,
2003,12,1,0,0,0,,
2003,12,2,0,0,0,,
2003,12,3,0,0,0,,
2003,12,4,0,0,0,,
2003,12,5,0,0,0,,
2003,12,6,0,0,0,,
2003,12,7,0,0,0,,
2003,12,8,0,0,0,,
2003,12,9,1,0,1,,
2003,12,10,24.5,0,24.5,,
2003,12,11,0,0,0,,
2003,12,12,0,0,0,,
2003,12,13,0,5,5,,
2003,12,14,0,12,12,,
2003,12,15,0,0,0,,
2003,12,16,6,0,6,,
2003,12,17,0,0,0,,
2003,12,18,0,0,0,,
2003,12,19,0,0,0,,
2003,12,20,0,0,0,,
2003,12,21,0,0,0,,
2003,12,22,2,0,2,,
2003,12,23,13.2,0,13.2,,
2003,12,24,0.8,0,0.8,,
2003,12,25,0,0,0,,
2003,12,26,0,0,0,,
2003,12,27,0,0,0,,
2003,12,28,4,0,4,,
2003,12,29,13,0,13,,
2003,12,30,0,0,0,,
2003,12,31,0,0,0,,
2004,1,1,5,0,5,,
2004,1,2,8.2,0,8.2,,
2004,1,3,0,0,0,,
2004,1,4,0,1,1,,
2004,1,5,0,0.2,0.2,,
2004,1,6,0,0,0,,
2004,1,7,0,0,0,,
2004,1,8,0,2,2,,
2004,1,9,0,0,0,,
2004,1,10,0,5.5,5.5,,
2004,1,11,0,8,8,,
2004,1,12,0,2,2,,
2004,1,13,0,1,1,,
2004,1,14,0,12,12,,
2004,1,15,0,0,0,,
2004,1,16,0,0,0,,
2004,1,17,0,1,1,,
2004,1,18,0,0,0,,
2004,1,19,0,0,0,,
2004,1,20,0,0,0,,
2004,1,21,0,3,3,,
2004,1,22,0,0,0,,
2004,1,23,0,1,1,,
2004,1,24,0,2,2,,
2004,1,25,0,1,1,,
2004,1,26,0,10,10,,
2004,1,27,0,27,27,,
2004,1,28,0,10,10,,
2004,1,29,0,0,0,,
2004,1,30,0,1,1,,
2004,1,31,0,0,0,,
2004,2,1,0,0,0,,
2004,2,2,4,0,4,,
2004,2,3,0,0,0,,
2004,2,4,0,0,0,,
2004,2,5,1,0,1,,
2004,2,6,1,0,1,,
2004,2,7,0,0,0,,
2004,2,8,0,0,0,,
2004,2,9,0,0,0,,
2004,2,10,0,0,0,,
2004,2,11,0,0,0,,
2004,2,12,0,0,0,,
2004,2,13,0,0,0,,
2004,2,14,0,2,2,,
2004,2,15,0,0,0,,
2004,2,16,0,0,0,,
2004,2,17,0,0,0,,
2004,2,18,0,0,0,,
2004,2,19,0,0,0,,
2004,2,20,8,0,8,,
2004,2,21,0,8,8,,
2004,2,22,0,0,0,,
2004,2,23,0,1,1,,
2004,2,24,0,0,0,,
2004,2,25,0,0,0,,
2004,2,26,0,0,0,,
2004,2,27,0,0,0,,
2004,2,28,0,0,0,,
2004,2,29,0,0,0,,
2004,3,1,2,0,2,,
2004,3,2,0,0,0,,
2004,3,3,2,0,2,,
2004,3,4,6,0,6,,
2004,3,5,5,0,5,,
2004,3,6,0,0,0,,
2004,3,7,4.6,0.5,5.1,,
2004,3,8,0,0,0,,
2004,3,9,0,0,0,,
2004,3,10,0,0,0,,
2004,3,11,0,1,1,,
2004,3,12,0,0,0,,
2004,3,13,0,0,0,,
2004,3,14,2.3,0,2.3,,
2004,3,15,0,0,0,,
2004,3,16,0,27,27,,
2004,3,17,0,0,0,,
2004,3,18,0,0,0,,
2004,3,19,0,0,0,,
2004,3,20,10,0,10,,
2004,3,21,0,0,0,,
2004,3,22,0,0,0,,
2004,3,23,0,0,0,,
2004,3,24,5.4,0,5.4,,
2004,3,25,3,0,3,,
2004,3,26,8.2,0,8.2,,
2004,3,27,0.4,0,0.4,,
2004,3,28,0,0,0,,
2004,3,29,0,0,0,,
2004,3,30,7.8,0,7.8,,
2004,3,31,0.3,0,0.3,,
2004,4,1,12.2,0,12.2,,
2004,4,2,5,0,5,,
2004,4,3,0,0,0,,
2004,4,4,0,0,0,,
2004,4,5,0,0,0,,
2004,4,6,0,0,0,,
2004,4,7,0,0,0,,
2004,4,8,0,0,0,,
2004,4,9,0,0,0,,
2004,4,10,0,0,0,,
2004,4,11,0,0,0,,
2004,4,12,12,0,12,,
2004,4,13,21.8,0,21.8,,
2004,4,14,0,0,0,,
2004,4,15,0,0,0,,
2004,4,16,0,0,0,,
2004,4,17,0,0,0,,
2004,4,18,3,0,3,,
2004,4,19,0.5,0,0.5,,
2004,4,20,1,0,1,,
2004,4,21,15.2,0,15.2,,
2004,4,22,1.8,0,1.8,,
2004,4,23,0,0,0,,
2004,4,24,0,0,0,,
2004,4,25,14,0,14,,
2004,4,26,0,0,0,,
2004,4,27,0,0,0,,
2004,4,28,0.5,0,0.5,,
2004,4,29,0,0,0,,
2004,4,30,15,0,15,,
2004,5,1,5,0,5,,
2004,5,2,15.7,0,15.7,,
2004,5,3,0,0,0,,
2004,5,4,3,0,3,,
2004,5,5,0,0,0,,
2004,5,6,8.5,0,8.5,,
2004,5,7,0,0,0,,
2004,5,8,15,0,15,,
2004,5,9,1,0,1,,
2004,5,10,4.2,0,4.2,,
2004,5,11,0,0,0,,
2004,5,12,0,0,0,,
2004,5,13,0,0,0,,
2004,5,14,3,0,3,,
2004,5,15,2,0,2,,
2004,5,16,0,0,0,,
2004,5,17,5,0,5,,
2004,5,18,2,0,2,,
2004,5,19,0,0,0,,
2004,5,20,1.4,0,1.4,,
2004,5,21,3.2,0,3.2,,
2004,5,22,41,0,41,,
2004,5,23,21.2,0,21.2,,
2004,5,24,0.4,0,0.4,,
2004,5,25,11,0,11,,
2004,5,26,2,0,2,,
2004,5,27,15,0,15,,
2004,5,28,0,0,0,,
2004,5,29,0,0,0,,
2004,5,30,0,0,0,,
2004,5,31,14,0,14,,
2004,6,1,3,0,3,,
2004,6,2,0,0,0,,
2004,6,3,0,0,0,,
2004,6,4,0,0,0,,
2004,6,5,0,0,0,,
2004,6,6,0,0,0,,
2004,6,7,0,0,0,,
2004,6,8,0,0,0,,
2004,6,9,0,0,0,,
2004,6,10,2,0,2,,
2004,6,11,0,0,0,,
2004,6,12,0,0,0,,
2004,6,13,0.2,0,0.2,,
2004,6,14,7.5,0,7.5,,
2004,6,15,0,0,0,,
2004,6,16,2,0,2,,
2004,6,17,6.5,0,6.5,,
2004,6,18,8,0,8,,
2004,6,19,0,0,0,,
2004,6,20,0,0,0,,
2004,6,21,1,0,1,,
2004,6,22,0.8,0,0.8,,
2004,6,23,0,0,0,,
2004,6,24,4.2,0,4.2,,
2004,6,25,0,0,0,,
2004,6,26,0,0,0,,
2004,6,27,0,0,0,,
2004,6,28,2.4,0,2.4,,
2004,6,29,0,0,0,,
2004,6,30,0,0,0,,
2004,7,1,0,0,0,,
2004,7,2,0,0,0,,
2004,7,3,1,0,1,,
2004,7,4,12,0,12,,
2004,7,5,0,0,0,,
2004,7,6,1.3,0,1.3,,
2004,7,7,0,0,0,,
2004,7,8,1,0,1,,
2004,7,9,0,0,0,,
2004,7,10,0,0,0,,
2004,7,11,0,0,0,,
2004,7,12,0,0,0,,
2004,7,13,27.4,0,27.4,,
2004,7,14,47.1,0,47.1,,
2004,7,15,0,0,0,,
2004,7,16,0,0,0,,
2004,7,17,2,0,2,,
2004,7,18,7,0,7,,
2004,7,19,1.8,0,1.8,,
2004,7,20,0,0,0,,
2004,7,21,0,0,0,,
2004,7,22,0,0,0,,
2004,7,23,0,0,0,,
2004,7,24,0,0,0,,
2004,7,25,0,0,0,,
2004,7,26,16.5,0,16.5,,
2004,7,27,0,0,0,,
2004,7,28,0,0,0,,
2004,7,29,0,0,0,,
2004,7,30,74,0,74,,
2004,7,31,4.5,0,4.5,,
2004,8,1,0,0,0,,
2004,8,2,0,0,0,,
2004,8,3,0,0,0,,
2004,8,4,5.3,0,5.3,,
2004,8,5,0,0,0,,
