Year,Month,Day,Inflow volume [m3 d-1],Inflow temperature [°C],*Suspended sediment concentration [mg m-3],"*Orthophosphate, water, filtered, as phosphorus [mg m-3]"," *Phosphorus, water, unfiltered, as phosphorus [mg m-3]","*Phosphorus, water, filtered, as phosphorus [mg m-3]","*Orthophosphate, water, filtered, as PO4 [mg m-3]",Inflow concentration of chlorophyll-a (Chla-P) [mg m-3],Inflow concentration of dissolved organic carbon (DOC) [mg m-3],Inflow concentration of dissolved inorganic carbon (DIC) [mg m-3], Inflow concentration of O2 [mg m-3], Inflow concentration of NO3 [mg m-3], Inflow concentration of NH4 [mg m-3],Inflow concentration of SO4 [mg m-3],Inflow concentration of aqueous iron (Fe2+) [mg m-3],Inflow concentration of Ca2+ [mg m-3], Inflow pH,Inflow concentration of CH4 [mg m-3],Inflow concentration of total solid iron (Fe3+) [mg m-3],Inflow concentration of aluminum (Al3+) [mg m-3],Inflow concentration of dissolved silica [mg m-3],"*Iron, suspended sediment, recoverable [mg m-3]","*Iron, water, unfiltered, recoverable [mg m-3]","*Iron, water, filtered [mg m-3]","*Suspended solids, water, unfiltered [mg m-3]"
2007,8,21,,,,,,,,,,,,,,,,,,,,,,,,,
2007,8,22,,,,,,,,,,,,,,,,,,,,,,,,,
2007,8,23,,,,,,,,,,,,,,,,,,,,,,,,,
2007,8,24,,,,,,,,,,,,,,,,,,,,,,,,,
2007,8,25,,,,,,,,,,,,,,,,,,,,,,,,,
2007,8,26,,,,,,,,,,,,,,,,,,,,,,,,,
2007,8,27,,,,,,,,,,,,,,,,,,,,,,,,,
2007,8,28,,,,,,,,,,,,,,,,,,,,,,,,,
2007,8,29,,,,,,,,,,,,,,,,,,,,,,,,,
2007,8,30,,,,,,,,,,,,,,,,,,,,,,,,,
2007,8,31,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,1,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,2,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,3,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,4,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,5,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,6,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,7,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,8,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,9,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,10,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,11,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,12,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,13,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,14,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,15,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,16,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,17,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,18,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,19,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,20,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,21,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,22,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,23,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,24,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,25,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,26,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,27,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,28,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,29,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,30,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,1,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,2,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,3,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,4,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,5,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,6,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,7,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,8,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,9,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,10,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,11,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,12,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,13,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,14,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,15,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,16,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,17,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,18,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,19,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,20,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,21,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,22,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,23,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,24,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,25,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,26,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,27,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,28,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,29,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,30,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,31,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,1,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,2,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,3,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,4,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,5,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,6,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,7,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,8,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,9,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,10,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,11,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,12,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,13,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,14,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,15,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,16,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,17,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,18,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,19,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,20,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,21,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,22,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,23,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,24,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,25,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,26,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,27,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,28,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,29,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,30,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,1,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,2,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,3,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,4,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,5,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,7,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,8,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,9,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,10,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,11,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,12,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,13,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,14,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,15,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,16,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,17,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,18,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,19,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,20,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,21,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,22,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,23,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,24,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,25,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,26,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,27,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,28,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,29,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,30,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,31,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,4,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,5,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,6,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,7,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,8,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,9,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,10,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,11,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,12,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,13,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,14,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,15,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,16,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,17,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,18,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,19,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,20,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,22,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,23,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,24,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,25,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,26,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,27,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,28,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,29,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,30,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,31,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,3,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,4,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,5,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,6,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,7,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,8,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,9,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,10,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,11,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,12,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,13,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,14,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,15,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,16,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,17,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,18,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,19,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,20,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,21,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,22,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,23,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,24,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,25,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,26,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,27,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,28,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,29,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,4,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,5,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,6,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,7,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,8,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,9,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,10,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,11,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,12,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,13,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,14,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,15,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,16,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,17,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,18,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,19,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,20,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,21,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,22,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,23,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,24,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,25,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,26,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,27,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,28,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,29,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,30,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,31,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,3,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,5,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,7,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,8,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,9,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,11,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,12,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,13,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,14,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,15,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,16,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,17,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,18,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,19,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,20,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,21,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,22,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,23,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,24,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,25,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,26,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,27,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,28,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,29,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,30,,,,,,,,,,,,,,,,,,,,,,,,,
2008,5,1,127221.9284,13.1,,,,,,,,,10900,,,,,,,,,,,,,,
2008,5,2,190832.8926,14.3,,,,,,,,,9100,,,,,,,,,,,,,,
2008,5,3,310715.0943,15,,,,,,,,,7500,,,,,,,,,,,,,,
2008,5,4,185939.7415,14.5,,,,,,,,,9500,,,,,,,,,,,,,,
2008,5,5,141901.3817,15.2,,,,,,,,,9900,,,,,,,,,,,,,,
2008,5,6,124775.3528,15.9,,,,,,,,,9700,,,,,,,,,,,,,,
2008,5,7,166367.1371,15.9,,,,,,,,,8500,,,,,,,,,,,,,,
2008,5,8,256890.4323,15.2,,,,,,,,,7200,,,,,,,,,,,,,,
2008,5,9,159027.4105,15,,,,,,,,,8500,,,,,,,,,,,,,,
2008,5,10,127221.9284,15.5,,,,,,,,,8700,,,,,,,,,,,,,,
2008,5,11,183493.166,14.1,,,,,,,,,7900,,,,,,,,,,,,,,
2008,5,12,658128.8219,12.9,,,,,,,,,8200,,,,,,,,,,,,,,
2008,5,13,369432.9074,14.3,,,,,,,,,8800,,,,,,,,,,,,,,
2008,5,14,261783.5834,15.1,,,,,,,,,8000,,,,,,,,,,,,,,
2008,5,15,286249.3389,14.2,,,,,,,,,8200,,,,,,,,,,,,,,
2008,5,16,210405.497,14.8,,,,,,,,,8300,,,,,,,,,,,,,,
2008,5,17,176153.4393,15.8,,,,,,,,,8100,,,,,,,,,,,,,,
2008,5,18,163920.5616,15.2,,,,,,,,,8000,,,,,,,,,,,,,,
2008,5,19,151687.6839,13.9,,,,,,,,,8800,,,,,,,,,,,,,,
2008,5,20,132115.0795,14.5,,,,,,,,,8600,,,,,,,,,,,,,,
2008,5,21,129668.5039,14.4,,,,,,,,,8500,,,,,,,,,,,,,,
2008,5,22,129668.5039,13.9,,,,,,,,,8600,,,,,,,,,,,,,,
2008,5,23,117435.6262,14,,,,,,,,,8800,,,,,,,,,,,,,,
2008,5,24,105202.7485,14.9,,,,,,,,,8800,,,,,,,,,,,,,,
2008,5,25,112542.4751,15.9,,,,,,,,,8500,,,,,,,,,,,,,,
2008,5,26,122328.7773,17.9,,,,,,,,,7900,,,,,,,,,,,,,,
2008,5,27,144347.9572,18.2,,,,,,,,,6900,,,,,,,,,,,,,,
2008,5,28,114989.0507,15.9,,,,,,,,,8200,,,,,,,,,,,,,,
2008,5,29,90523.2952,16.1,,,,,,,,,8400,,,,,,,,,,,,,,
2008,5,30,95416.44629,17.6,,,,,,,,,7800,,,,,,,,,,,,,,
2008,5,31,452616.476,19.8,,,,,,,,,5100,,,,,,,,,,,,,,
2008,6,1,215298.648,19.8,,,,,,,,,6300,,,,,,,,,,,,,,
2008,6,2,134561.655,19.7,,,,,,,,,6700,,,,,,,,,,,,,,
2008,6,3,185939.7415,19.6,,,,,,,,,6200,,,,,,,,,,,,,,
2008,6,4,604304.1599,18.9,,,,,,,,,5400,,,,,,,,,,,,,,
2008,6,5,276463.0367,19.6,,,,,,,,,6500,,,,,,,,,,,,,,
2008,6,6,181046.5904,22.1,,,,,,,,,5700,,,,,,,,,,,,,,
2008,6,7,149241.1083,23,,,,,,,,,5300,,,,,,,,,,,,,,
2008,6,8,344967.152,22.8,,,,,,,,,4200,,,,,,,,,,,,,,
2008,6,9,396345.2385,23.8,,,,,,,,,5000,,,,,,,,,,,,,,
2008,6,10,797583.628,22.5,,,,,,,,,5700,,,,,,,,,,,,,,
2008,6,11,905232.952,22.5,,,,,,,,,6200,,,,,,,,,,,,,,
2008,6,12,425704.145,23,,,,,,,,,6200,,,,,,,,,,,,,,
2008,6,13,293589.0655,22.9,,,,,,,,,5600,,,,,,,,,,,,,,
2008,6,14,582284.9799,22.5,,,,,,,,,6100,,,,,,,,,,,,,,
2008,6,15,501547.9869,23,,,,,,,,,6500,,,,,,,,,,,,,,
2008,6,16,435490.4472,22.6,,,,,,,,,6300,,,,,,,,,,,,,,
2008,6,17,286249.3389,21,,,,,,,,,6400,,,,,,,,,,,,,,
2008,6,18,212852.0725,19.4,,,,,,,,,6800,,,,,,,,,,,,,,
2008,6,19,181046.5904,18.7,,,,,,,,,7100,,,,,,,,,,,,,,
2008,6,20,151687.6839,19.6,,,,,,,,,7100,,,,,,,,,,,,,,
2008,6,21,144347.9572,20.5,,,,,,,,,6700,,,,,,,,,,,,,,
2008,6,22,129668.5039,20.5,,,,,,,,,6500,,,,,,,,,,,,,,
2008,6,23,188386.317,19.6,,,,,,,,,6500,,,,,,,,,,,,,,
2008,6,24,501547.9869,19.2,,,,,,,,,6800,,,,,,,,,,,,,,
2008,6,25,249550.7057,20.6,,,,,,,,,6900,,,,,,,,,,,,,,
2008,6,26,726632.9372,21.6,,,,,,,,,6200,,,,,,,,,,,,,,
2008,6,27,486868.5337,22.8,,,,,,,,,5900,,,,,,,,,,,,,,
2008,6,28,1049580.909,22.2,,,,,,,,,6300,,,,,,,,,,,,,,
2008,6,29,927252.1319,21.6,,,,,,,,,6200,,,,,,,,,,,,,,
2008,6,30,327841.1232,20.9,,,,,,,,,6700,,,,,,,,,,,,,,
2008,7,1,222638.3747,20.5,,,,,,,,,6800,,,,,,,,,,,,,,
2008,7,2,266676.7345,21.3,,,,,,,,,6800,,,,,,,,,,,,,,
2008,7,3,1935241.257,20.8,,,,,,,,,6000,,,,,,,,,,,,,,
2008,7,4,1556022.047,20.1,,,,,,,,,6400,,,,,,,,,,,,,,
2008,7,5,550479.4979,20.1,,,,,,,,,7200,,,,,,,,,,,,,,
2008,7,6,313161.6699,20.6,,,,,,,,,7200,,,,,,,,,,,,,,
2008,7,7,237317.828,22,,,,,,,,,7000,,,,,,,,,,,,,,
2008,7,8,251997.2812,22.5,,,,,,,,,6200,,,,,,,,,,,,,,
2008,7,9,251997.2812,22.7,,,,,,,,,6300,,,,,,,,,,,,,,
2008,7,10,198172.6192,22.5,,,,,,,,,6600,,,,,,,,,,,,,,
2008,7,11,178600.0149,23.1,,,,,,,,,6600,,,,,,,,,,,,,,
2008,7,12,379219.2096,23.1,,,,,,,,,6300,,,,,,,,,,,,,,
2008,7,13,344967.152,23.3,,,,,,,,,6000,,,,,,,,,,,,,,
2008,7,14,171260.2882,22.6,,,,,,,,,6600,,,,,,,,,,,,,,
2008,7,15,129668.5039,22.2,,,,,,,,,6900,,,,,,,,,,,,,,
2008,7,16,124775.3528,23.4,,,,,,,,,6800,,,,,,,,,,,,,,
2008,7,17,467295.9293,23.5,,,,,,,,,6000,,,,,,,,,,,,,,
2008,7,18,247104.1301,24.8,,,,,,,,,6400,,,,,,,,,,,,,,
2008,7,19,159027.4105,24.6,,,,,,,,,6600,,,,,,,,,,,,,,
2008,7,20,171260.2882,24,,,,,,,,,6500,,,,,,,,,,,,,,
2008,7,21,149241.1083,24.1,,,,,,,,,6600,,,,,,,,,,,,,,
2008,7,22,207958.9214,23.9,,,,,,,,,6700,,,,,,,,,,,,,,
2008,7,23,185939.7415,23.1,,,,,,,,,6700,,,,,,,,,,,,,,
2008,7,24,134561.655,22.6,,,,,,,,,6800,,,,,,,,,,,,,,
2008,7,25,100309.5974,22.6,,,,,,,,,6900,,,,,,,,,,,,,,
2008,7,26,88076.71966,23.3,,,,,,,,,6900,,,,,,,,,,,,,,
2008,7,27,85630.14411,22.8,,,,,,,,,7100,,,,,,,,,,,,,,
2008,7,28,75843.84193,22.8,,,,,,,,,7300,,,,,,,,,,,,,,
2008,7,29,70950.69083,23.6,,,,,,,,,7300,,,,,,,,,,,,,,
2008,7,30,70950.69083,24.4,,,,,,,,,7100,,,,,,,,,,,,,,
2008,7,31,70950.69083,24.1,,,,,,,,,7100,,,,,,,,,,,,,,
2008,8,1,70950.69083,24,,,,,,,,,7200,,,,,,,,,,,,,,
2008,8,2,68504.11529,23.6,,,,,,,,,7200,,,,,,,,,,,,,,
2008,8,3,70950.69083,22.8,,,,,,,,,7600,,,,,,,,,,,,,,
2008,8,4,63610.9642,22.9,,,,,,,,,7600,,,,,,,,,,,,,,
2008,8,5,88076.71966,24.2,,,,,,,,,7200,,,,,,,,,,,,,,
2008,8,6,68504.11529,24.3,,,,,,,,,6700,,,,,,,,,,,,,,
2008,8,7,61164.38865,23.3,,,,,,,,,7100,,,,,,,,,,,,,,
2008,8,8,63610.9642,21.8,,,,,,,,,7400,,,,,,,,,,,,,,
2008,8,9,68504.11529,20.9,,,,,,,,,7500,,,,,,,,,,,,,,
2008,8,10,90523.2952,19.7,,,,,,,,,6800,,,,,,,,,,,,,,
2008,8,11,78290.41747,19.8,,,,,,,,,8000,,,,,,,,,,,,,,
2008,8,12,70950.69083,20.4,,,,,,,,,8100,,,,,,,,,,,,,,
2008,8,13,61164.38865,21,,,,,,,,,8200,,,,,,,,,,,,,,
2008,8,14,58717.8131,21.2,,,,,,,,,7900,,,,,,,,,,,,,,
2008,8,15,56271.23756,20.5,,,,,,,,,8100,,,,,,,,,,,,,,
2008,8,16,53824.66201,20.6,,,,,,,,,8300,,,,,,,,,,,,,,
2008,8,17,51378.08647,21.2,,,,,,,,,8300,,,,,,,,,,,,,,
2008,8,18,48931.51092,22.2,,,,,,,,,8000,,,,,,,,,,,,,,
2008,8,19,48931.51092,22.1,,,,,,,,,8100,,,,,,,,,,,,,,
2008,8,20,51378.08647,20.7,,,,,,,,,8100,,,,,,,,,,,,,,
2008,8,21,46484.93537,20.5,,,,,,,,,8400,,,,,,,,,,,,,,
2008,8,22,48931.51092,22.2,,,,,,,,,8200,,,,,,,,,,,,,,
2008,8,23,51378.08647,23.4,,,,,,,,,7700,,,,,,,,,,,,,,
2008,8,24,56271.23756,23.8,,,,,,,,,7200,,,,,,,,,,,,,,
2008,8,25,68504.11529,21.8,,,,,,,,,7300,,,,,,,,,,,,,,
2008,8,26,56271.23756,20.1,,,,,,,,,7800,,,,,,,,,,,,,,
2008,8,27,46484.93537,20.2,,,,,,,,,7600,,,,,,,,,,,,,,
2008,8,28,48931.51092,20.2,,,,,,,,,7400,,,,,,,,,,,,,,
2008,8,29,56271.23756,20.3,,,,,,,,,7700,,,,,,,,,,,,,,
2008,8,30,56271.23756,20.7,,,,,,,,,7800,,,,,,,,,,,,,,
2008,8,31,48931.51092,20.9,,,,,,,,,7800,,,,,,,,,,,,,,
2008,9,1,44038.35983,20.9,,,,,,,,,7800,,,,,,,,,,,,,,
2008,9,2,41591.78428,21.2,,,,,,,,,7800,,,,,,,,,,,,,,
2008,9,3,51378.08647,21.5,,,,,,,,,7500,,,,,,,,,,,,,,
